,ET,P,wy,sumP
2000-10-31,,126.51713423295456,2001,126.51713423295456
2000-11-30,,20.283546014265582,2001,146.80068024722016
2000-12-31,,19.556544997475363,2001,166.3572252446955
2001-01-31,28.515357081517337,175.62113467129794,2001,341.97835991599345
2001-02-28,26.980578546179316,182.08795443448153,2001,524.066314350475
2001-03-31,54.998483606357055,95.31272853504527,2001,619.3790428855202
2001-04-30,27.539033171262236,159.33509133078837,2001,778.7141342163086
2001-05-31,84.8418367346939,0.002590909092263742,2001,778.7167251254009
2001-06-30,33.21163265306122,0.0,2001,778.7167251254009
2001-07-31,71.80173469387755,15.730363845825195,2001,794.4470889712261
2001-08-31,30.55836734693878,0.0,2001,794.4470889712261
2001-09-30,60.600102040816324,0.310863626094281,2001,794.7579525973204
2001-10-31,37.997244897959185,42.837362636219375,2002,42.837362636219375
2001-11-30,36.37586505577039,175.88044808127665,2002,218.71781071749604
2001-12-31,15.326985635114179,259.4984602494673,2002,478.21627096696335
2002-01-31,18.713640739314595,95.16613630814986,2002,573.3824072751132
2002-02-28,35.92226815533941,41.97895466197621,2002,615.3613619370894
2002-03-31,43.70056835637481,125.52023003318092,2002,740.8815919702704
2002-04-30,34.36826530612245,50.51263497092507,2002,791.3942269411954
2002-05-31,76.56653061224492,47.59386305375533,2002,838.9880899949508
2002-06-30,73.02428571428571,5.41927281293002,2002,844.4073628078808
2002-07-31,41.353174483513726,0.0,2002,844.4073628078808
2002-08-31,37.520306122448986,0.0,2002,844.4073628078808
2002-09-30,57.97510204081633,0.703181807290424,2002,845.1105446151712
2002-10-31,37.49285714285715,5.59527290951122,2003,5.59527290951122
2002-11-30,41.425610960744415,230.26068184592503,2003,235.85595475543624
2002-12-31,29.747094735669027,234.0595904263583,2003,469.9155451817945
2003-01-31,28.5577538198353,18.269772096113726,2003,488.18531727790827
2003-02-28,25.339603719473708,119.36513519287108,2003,607.5504524707794
2003-03-31,54.2161224489796,97.4837251143022,2003,705.0341775850816
2003-04-30,13.389693877551021,207.62436537309125,2003,912.6585429581728
2003-05-31,56.08653061224489,86.21372777765447,2003,998.8722707358272
2003-06-30,76.95760909477428,0.0,2003,998.8722707358272
2003-07-31,22.8454081632653,5.947909030047329,2003,1004.8201797658746
2003-08-31,42.00840221515742,22.02963707663796,2003,1026.8498168425126
2003-09-30,67.43326530612245,1.0477273071354085,2003,1027.897544149648
2003-10-31,35.76051020408163,2.264136346903714,2004,2.264136346903714
2003-11-30,33.39704081632653,66.84549730474299,2004,69.1096336516467
2003-12-31,19.91704269553125,244.35063310102984,2004,313.46026675267655
2004-01-31,28.85548671162571,77.80113532326438,2004,391.2614020759409
2004-02-29,23.97998257866445,184.8867783979936,2004,576.1481804739345
2004-03-31,57.588351915247024,36.515089555220165,2004,612.6632700291547
2004-04-30,61.926122448979605,15.280454809015446,2004,627.9437248381702
2004-05-31,61.91387755102042,13.266727057370273,2004,641.2104518955404
