,ET,P,wy,sumP,D
2000-10-31,,60.7095033500478,2001,60.7095033500478,
2000-11-30,,13.081589518497404,2001,73.7910928685452,
2000-12-31,,26.61864252345107,2001,100.40973539199628,
2001-01-31,31.450379918265327,119.01889685922377,2001,219.42863225122005,
2001-02-28,40.636699196263365,132.92413379786333,2001,352.35276604908336,
2001-03-31,41.697862083840526,110.96846470444483,2001,463.3212307535282,
2001-04-30,29.366373646168405,100.28679962769371,2001,563.6080303812219,
2001-05-31,25.52014451478958,10.883377227270715,2001,574.4914076084925,
2001-06-30,15.818556101820667,0.0,2001,574.4914076084925,
2001-07-31,32.27808965538331,36.88060154068137,2001,611.3720091491739,
2001-08-31,22.663577008065584,2.980041113031534,2001,614.3520502622055,
2001-09-30,16.756666440077804,25.11488714668557,2001,639.466937408891,
2001-10-31,10.643516555416623,32.81398366156503,2002,32.81398366156503,
2001-11-30,24.745518294811028,117.27146192787487,2002,150.0854455894399,
2001-12-31,30.22050236552059,168.20594025371238,2002,318.2913858431523,
2002-01-31,27.83377765936803,65.00532048000036,2002,383.29670632315265,
2002-02-28,27.04016550543505,35.37001738567378,2002,418.66672370882645,
2002-03-31,35.586420009331306,56.35009254638917,2002,475.01681625521564,
2002-04-30,31.011767648684113,36.4232615237879,2002,511.44007777900356,
2002-05-31,31.4762799199828,17.716048973170082,2002,529.1561267521737,
2002-06-30,26.983614085594326,4.107312114870062,2002,533.2634388670438,
2002-07-31,27.72634100626932,11.17795649179629,2002,544.44139535884,
2002-08-31,20.677074196595647,0.25215941510786205,2002,544.6935547739479,
2002-09-30,19.55894690328971,19.11413923197977,2002,563.8076940059276,
2002-10-31,10.11090906624563,9.127453083349009,2003,9.127453083349009,
2002-11-30,22.391785710416883,158.03781567562092,2003,167.16526875896992,
2002-12-31,26.84611310270177,160.6365033851288,2003,327.8017721440987,
2003-01-31,30.31284723067508,31.17790894883975,2003,358.97968109293845,
2003-02-28,37.112002995262884,55.851023259691324,2003,414.83070435262977,
2003-03-31,40.412532645668236,46.21511372870533,2003,461.0458180813351,
2003-04-30,42.96147242933135,70.67790666740633,2003,531.7237247487415,
2003-05-31,37.61529922333839,40.510617241394705,2003,572.2343419901362,
2003-06-30,30.419028971318898,0.6369212131294795,2003,572.8712632032656,
2003-07-31,32.039093659245836,28.401459111517998,2003,601.2727223147836,
