,ET,P,wy,sumP,D
2000-10-31,,97.20710975046222,2001,97.20710975046222,
2000-11-30,,35.44176374640372,2001,132.64887349686595,
2000-12-31,,32.29728227530398,2001,164.94615577216993,
2001-01-31,34.48419704143448,168.17410433098613,2001,333.12026010315606,
2001-02-28,41.667563562485995,207.67612034815988,2001,540.7963804513159,
2001-03-31,60.93006600035096,93.45730813163125,2001,634.2536885829472,
2001-04-30,44.08581659221816,125.6129205215322,2001,759.8666091044795,
2001-05-31,35.523444720182034,2.268204866734101,2001,762.1348139712136,
2001-06-30,16.24539835195068,0.0,2001,762.1348139712136,
2001-07-31,29.613961155897297,45.98475138094698,2001,808.1195653521605,
2001-08-31,22.170771646378583,3.1167716003363806,2001,811.2363369524969,
2001-09-30,17.595945907942255,16.106692715639408,2001,827.3430296681363,
2001-10-31,12.203142955728515,39.11365796504505,2002,39.11365796504505,
2001-11-30,25.732593393873714,200.94503899337315,2002,240.05869695841818,
2001-12-31,29.86751676325804,330.4110526853355,2002,570.4697496437536,
2002-01-31,35.494424897117256,80.3631571897958,2002,650.8329068335495,
2002-02-28,45.16349225773435,71.25292122663514,2002,722.0858280601847,
2002-03-31,54.05917660746324,131.92462446419327,2002,854.0104525243779,
2002-04-30,51.64506255356937,57.86120321480362,2002,911.8716557391815,
2002-05-31,51.96288892754166,57.7676546387917,2002,969.6393103779732,
2002-06-30,27.623284782661305,2.64928552254811,2002,972.2885959005213,
2002-07-31,26.367248294636163,2.7084971358690932,2002,974.9970930363903,
2002-08-31,20.237361020196584,0.2404860659822521,2002,975.2375791023726,
2002-09-30,20.629580692629464,19.740651655931977,2002,994.9782307583046,
2002-10-31,10.987080125156632,6.232357661533334,2003,6.232357661533334,
2002-11-30,25.940355220343662,209.8244243474456,2003,216.05678200897896,
2002-12-31,24.071979139990457,378.41417212362444,2003,594.4709541326034,
2003-01-31,38.775176177100086,36.46965445288379,2003,630.9406085854872,
2003-02-28,47.094000552430984,84.01408610586526,2003,714.9546946913524,
2003-03-31,61.32324882843646,101.63773824697006,2003,816.5924329383224,
2003-04-30,56.42347164758541,258.9603890613687,2003,1075.552821999691,
2003-05-31,56.275934995358206,59.34567205136351,2003,1134.8984940510545,
2003-06-30,30.165001223963888,1.7225107794034977,2003,1136.621004830458,
2003-07-31,32.44398924883052,18.343683077309088,2003,1154.9646879077673,
2003-08-31,28.138213566579413,28.04735494903151,2003,1183.0120428567989,
2003-09-30,20.554438131660614,14.053133061371554,2003,1197.0651759181703,
2003-10-31,10.786276141871447,2.906262301545569,2004,2.906262301545569,
2003-11-30,33.13541218506556,86.94273676035749,2004,89.84899906190306,
2003-12-31,17.881638201555596,374.03006259595287,2004,463.8790616578559,
2004-01-31,40.55518840903426,108.39854169672037,2004,572.2776033545763,
2004-02-29,44.99377236035601,222.3814406633528,2004,794.6590440179291,
2004-03-31,51.793024986576256,42.16670949201884,2004,836.825753509948,
2004-04-30,43.440437667857786,17.020569639364975,2004,853.846323149313,
2004-05-31,32.209301869505786,18.58866396356993,2004,872.4349871128829,
2004-06-30,30.361865512957042,4.289227969929142,2004,876.7242150828121,
2004-07-31,28.840948999353333,4.408722729863164,2004,881.1329378126752,
2004-08-31,22.514424268861937,5.555880408081155,2004,886.6888182207564,
2004-09-30,19.804821404163818,3.3458245470475014,2004,890.0346427678039,
2004-10-31,37.54998265149127,247.6591002222906,2005,247.6591002222906,
2004-11-30,26.219950533234407,51.4716469505202,2005,299.1307471728108,
2004-12-31,23.76730241771661,268.0521543574077,2005,567.1829015302185,
2005-01-31,30.647014514869497,381.05027282341183,2005,948.2331743536304,
2005-02-28,49.63362719183122,190.18355338523622,2005,1138.4167277388665,
2005-03-31,59.61245586960537,232.27346076345248,2005,1370.690188502319,
2005-04-30,60.319110847685714,83.25310769341831,2005,1453.9432961957373,
2005-05-31,81.59228098036598,168.14407615267024,2005,1622.0873723484076,
2005-06-30,51.992488536386894,6.606727916328166,2005,1628.6941002647357,
2005-07-31,29.102611123391657,0.5111804858274078,2005,1629.2052807505631,
2005-08-31,26.904545069168456,18.221916822333217,2005,1647.4271975728964,
2005-09-30,20.48023213111231,15.923842292559758,2005,1663.3510398654562,
2005-10-31,18.11403626043759,20.059819394937666,2006,20.059819394937666,
2005-11-30,23.017589180439927,46.08738064720631,2006,66.14720004214398,
2005-12-31,32.44983195724417,401.56428972678725,2006,467.71148976893124,
2006-01-31,39.70835013536653,293.7013455745865,2006,761.4128353435178,
2006-02-28,39.60487501570305,125.88386630750244,2006,887.2967016510203,
2006-03-31,57.784603650433446,302.8023772768162,2006,1190.0990789278364,
2006-04-30,61.8627902673808,314.0902153870363,2006,1504.1892943148728,
2006-05-31,66.13250695181047,43.35042013527095,2006,1547.5397144501437,
2006-06-30,37.35849193276003,6.737121504672296,2006,1554.276835954816,
2006-07-31,28.358338673731964,22.393369583482603,2006,1576.6702055382987,
2006-08-31,25.309164957528534,2.7926962069580386,2006,1579.4629017452567,
2006-09-30,22.884207637370412,0.0,2006,1579.4629017452567,
2006-10-31,13.43801003909948,29.331692434499754,2007,29.331692434499754,
2006-11-30,24.91056297304089,52.401893611696174,2007,81.73358604619592,
2006-12-31,25.183017641408693,124.41062840596013,2007,206.14421445215606,
2007-01-31,34.408430041734334,35.18962994632474,2007,241.3338443984808,
2007-02-28,41.70602639998537,231.92068540232071,2007,473.2545298008015,
2007-03-31,39.57467239273478,38.46678009298951,2007,511.721309893791,
2007-04-30,40.852471393288205,51.45972608921017,2007,563.1810359830012,
2007-05-31,32.043263179655796,17.844353160048826,2007,581.02538914305,
2007-06-30,28.73577405402104,1.036535571745142,2007,582.0619247147952,
2007-07-31,24.557845503327634,3.909549662100765,2007,585.9714743768959,
2007-08-31,22.81727143435738,5.57248155648431,2007,591.5439559333802,
2007-09-30,26.99495096288094,17.52243717435998,2007,609.0663931077402,
2007-10-31,20.326022670135345,24.369327083931505,2008,24.369327083931505,
2007-11-30,17.087276489359358,7.799553232628861,2008,32.16888031656037,
2007-12-31,29.83356390703486,175.423338036661,2008,207.59221835322137,
2008-01-31,31.4034222466421,365.6571755227041,2008,573.2493938759255,
2008-02-29,47.124517756362444,234.3304609524591,2008,807.5798548283847,
2008-03-31,45.77909476184898,18.49899169425811,2008,826.0788465226428,
2008-04-30,55.75356830972649,3.06992868362838,2008,829.1487752062712,
2008-05-31,36.593177925460175,42.25175374264401,2008,871.4005289489153,
2008-06-30,28.31291899972836,0.5992189208775993,2008,871.9997478697928,
2008-07-31,26.190141651547613,10.9480255999997,2008,882.9477734697925,
2008-08-31,22.35516413266617,0.0,2008,882.9477734697925,
2008-09-30,22.034344645429847,1.8703358702979722,2008,884.8181093400905,
2008-10-31,20.966393251761684,42.01637212984013,2009,42.01637212984013,
2008-11-30,17.324000708211422,116.1330777064189,2009,158.14944983625904,
2008-12-31,21.780498010208476,187.63706173936046,2009,345.7865115756195,
2009-01-31,41.72102333945489,156.71328514216697,2009,502.49979671778647,
2009-02-28,38.32524195433,227.36873625581563,2009,729.8685329736021,
2009-03-31,68.4398411089905,158.94715431830238,2009,888.8156872919045,
2009-04-30,48.78056359310465,47.24755783958829,2009,936.0632451314927,
2009-05-31,48.67597212004591,97.85759908488112,2009,1033.9208442163738,
2009-06-30,56.38325729708959,25.910405681836398,2009,1059.8312498982102,
2009-07-31,26.423723165268274,1.6314801594213162,2009,1061.4627300576315,
2009-08-31,26.179902538797435,15.381135160368858,2009,1076.8438652180002,
2009-09-30,21.393505400693662,0.25518197298873163,2009,1077.099047190989,
2009-10-31,23.625538089096302,174.27683594510202,2010,174.27683594510202,
2009-11-30,21.17507831655791,11.442706508578093,2010,185.7195424536801,
2009-12-31,29.320997655754397,281.5260617572444,2010,467.2456042109245,
2010-01-31,29.894481312369358,231.5394922119166,2010,698.7850964228411,
2010-02-28,44.95478140100303,221.4049193060345,2010,920.1900157288756,
2010-03-31,59.28860339775197,106.54159629729973,2010,1026.7316120261753,
2010-04-30,56.38343144079267,207.47326059081718,2010,1234.2048726169924,
2010-05-31,73.10750120502755,77.2210676520591,2010,1311.4259402690514,
2010-06-30,52.164434092487284,1.7021636276020071,2010,1313.1281038966533,
2010-07-31,31.69706363090493,0.5289324482610728,2010,1313.6570363449143,
2010-08-31,28.37887991093553,0.01729776263583026,2010,1313.67433410755,
2010-09-30,28.136194612377402,0.0,2010,1313.67433410755,
2010-10-31,25.457531551852522,185.3210524304748,2011,185.3210524304748,
2010-11-30,29.268278889341516,160.3248422786559,2011,345.6458947091307,
2010-12-31,26.087679729894614,639.4639634141848,2011,985.1098581233155,
2011-01-31,38.71138148008486,102.04882279151046,2011,1087.158680914826,
2011-02-28,46.23786812688838,247.99880518721002,2011,1335.157486102036,
2011-03-31,63.59333502260735,365.317541797679,2011,1700.475027899715,
2011-04-30,62.372292035995294,41.15334025691626,2011,1741.6283681566313,
2011-05-31,85.05442664801535,112.47537312297244,2011,1854.1037412796038,
2011-06-30,59.17850586586276,71.5010073079775,2011,1925.6047485875813,
2011-07-31,34.0639611881152,2.6006356033610394,2011,1928.2053841909424,
2011-08-31,28.483745613416588,9.077050151516923,2011,1937.2824343424593,
2011-09-30,30.975861964512845,41.57122200351236,2011,1978.8536563459716,
2011-10-31,16.25047394345265,71.94744325766261,2012,71.94744325766261,
2011-11-30,26.510917569156764,39.127407877259486,2012,111.0748511349221,
2011-12-31,15.917988128045394,0.0,2012,111.0748511349221,
2012-01-31,21.759663834745936,187.57464582214936,2012,298.64949695707145,
2012-02-29,42.98711230924533,42.07475956527649,2012,340.72425652234796,
2012-03-31,56.481838679069995,165.73906482763377,2012,506.4633213499817,
2012-04-30,49.561156245167524,140.98446627973829,2012,647.44778762972,
2012-05-31,28.144907683406117,2.924429276106804,2012,650.3722169058268,
2012-06-30,32.38546648724222,8.003749161870614,2012,658.3759660676974,
2012-07-31,27.10397892714602,0.27612191229540217,2012,658.6520879799928,
2012-08-31,22.788665370788195,10.438422153783494,2012,669.0905101337762,
2012-09-30,19.200081505114717,0.21063310288542406,2012,669.3011432366616,
2012-10-31,24.626139142422883,31.525351500596727,2013,31.525351500596727,
2012-11-30,20.680735079871525,132.5520164790927,2013,164.07736797968943,
2012-12-31,27.647784143420726,471.88880314503837,2013,635.9661711247278,
2013-01-31,32.57692324531034,33.06629416920954,2013,669.0324652939373,
2013-02-28,47.90933379884503,18.9228496123699,2013,687.9553149063072,
2013-03-31,52.101201235268505,61.726352539046395,2013,749.6816674453536,
2013-04-30,31.033701820662326,34.81288572834442,2013,784.494553173698,
2013-05-31,44.40955097127981,29.88287219755605,2013,814.377425371254,
2013-06-30,34.78415290276569,3.816954512195494,2013,818.1943798834495,
2013-07-31,28.469919973028023,3.864568068177384,2013,822.0589479516269,
2013-08-31,27.073755042670154,1.8747310419895382,2013,823.9336789936165,
2013-09-30,22.247357030680863,17.91489864548274,2013,841.8485776390992,
2013-10-31,15.244703007213959,29.95308296927576,2014,29.95308296927576,
2013-11-30,22.84168299269201,21.75354307352653,2014,51.706626042802284,
2013-12-31,21.074630487280142,38.90922715660386,2014,90.61585319940615,
2014-01-31,18.064826867263122,46.63667926502449,2014,137.25253246443063,
2014-02-28,44.55526580303455,128.0642133821081,2014,265.31674584653877,
2014-03-31,49.05942704678842,118.36233837634218,2014,383.67908422288093,
2014-04-30,35.292114505321194,96.01010879796844,2014,479.68919302084936,
2014-05-31,42.14258954984942,19.03726505644341,2014,498.72645807729276,
2014-06-30,27.376313303724366,1.7499819407740898,2014,500.47644001806685,
2014-07-31,32.752685537124805,26.35509910325801,2014,526.8315391213249,
2014-08-31,27.821444381687257,1.5459561005835543,2014,528.3774952219085,
2014-09-30,22.665177454713,19.61395386902622,2014,547.9914490909347,
2014-10-31,13.450417331486404,0.6239120843705258,2015,0.6239120843705258,
2014-11-30,22.269413084483396,60.69043720938723,2015,61.31434929375775,
2014-12-31,29.358994755605195,165.1269323241492,2015,226.44128161790695,
2015-01-31,30.338461729247328,6.0351098587121905,2015,232.47639147661914,
2015-02-28,33.318472411452056,102.1339772944967,2015,334.6103687711159,
2015-03-31,34.5896766538248,14.295717273605055,2015,348.90608604472095,
2015-04-30,30.22722700819997,72.4737615249115,2015,421.37984756963243,
2015-05-31,58.623795094303844,49.830743867786765,2015,471.2105914374192,
2015-06-30,34.75799321455705,12.988096223039568,2015,484.1986876604588,
2015-07-31,36.75819979141686,44.907911283345264,2015,529.1065989438041,
2015-08-31,24.491575888388706,4.566842306913974,2015,533.673441250718,
2015-09-30,25.17112512519291,10.095013308379126,2015,543.7684545590972,
2015-10-31,20.13240252270658,53.47635425070758,2016,53.47635425070758,
2015-11-30,31.971965280555548,124.4679920107145,2016,177.94434626142208,
2015-12-31,27.41363494025783,208.7226854484998,2016,386.66703170992184,
2016-01-31,36.137456145177026,273.5354659708839,2016,660.2024976808057,
2016-02-29,39.16732342689296,66.50018933928162,2016,726.7026870200873,
2016-03-31,62.94612058827775,223.78089918475226,2016,950.4835862048395,
2016-04-30,62.04189512608808,75.29588827946932,2016,1025.7794744843088,
2016-05-31,50.969735583210934,33.57829415428253,2016,1059.3577686385913,
2016-06-30,34.57057623689287,20.86436387016372,2016,1080.222132508755,
2016-07-31,26.552060702437437,0.8115083458465742,2016,1081.0336408546016,
2016-08-31,22.266630232778144,0.19394574788884067,2016,1081.2275866024904,
2016-09-30,20.731234341810627,2.785583078364216,2016,1084.0131696808546,
2016-10-31,28.703797583693813,183.68971818727053,2017,183.68971818727053,
2016-11-30,21.201281307174547,77.03688576464566,2017,260.7266039519162,
2016-12-31,28.863075878099284,283.5564775569594,2017,544.2830815088756,
2017-01-31,25.772044416428308,791.5793946459243,2017,1335.8624761547999,
2017-02-28,40.89921748319437,534.7622364053047,2017,1870.6247125601046,
2017-03-31,63.791706109615,110.82321733116775,2017,1981.4479298912725,
2017-04-30,59.514810367405545,191.14953642916223,2017,2172.5974663204347,
2017-05-31,70.80395289132558,14.1461753514036,2017,2186.7436416718383,
2017-06-30,41.56174550833896,6.339135100198793,2017,2193.082776772037,
2017-07-31,27.189910782461308,0.9816757446549742,2017,2194.064452516692,
2017-08-31,25.1185459359745,13.358552894688918,2017,2207.423005411381,
2017-09-30,27.65635433958556,41.586902024702155,2017,2249.0099074360833,
2017-10-31,9.739268589248507,10.475738662190645,2018,10.475738662190645,
2017-11-30,33.09301237119173,131.66410385689105,2018,142.1398425190817,
2017-12-31,17.857249831178155,5.553829540249063,2018,147.69367205933077,
2018-01-31,31.256440486692433,127.39326711473069,2018,275.08693917406146,
2018-02-28,34.43675450353218,29.71486418323223,2018,304.8018033572937,
2018-03-31,62.110978016285515,428.14010553116384,2018,732.9419088884575,
2018-04-30,41.41066793529588,98.16515726254968,2018,831.1070661510072,
2018-05-31,69.17699459751078,23.305647064971602,2018,854.4127132159788,
2018-06-30,32.9768956552028,0.0002745408435046031,2018,854.4129877568223,
2018-07-31,24.288647501735856,13.810067317830018,2018,868.2230550746523,
2018-08-31,20.758645347111386,0.3814530302750407,2018,868.6045081049273,
2018-09-30,21.59532951193445,5.678271731911064,2018,874.2827798368384,
2018-10-31,11.12144214198644,29.242514663641515,2019,29.242514663641515,
2018-11-30,17.6164135147813,177.51398430007504,2019,206.75649896371655,
2018-12-31,35.66459529088025,74.11383909692938,2019,280.87033806064596,
2019-01-31,38.181378487412836,258.0460453206587,2019,538.9163833813047,
2019-02-28,37.794993440442965,496.1518063713332,2019,1035.0681897526379,
2019-03-31,68.01664676694321,215.6046893872967,2019,1250.6728791399346,
2019-04-30,60.380533292792364,37.4840654615161,2019,1288.1569446014507,
2019-05-31,81.93796865460475,144.76880666125996,2019,1432.9257512627107,
2019-06-30,37.783372546344395,11.993496482624442,2019,1444.9192477453353,
2019-07-31,33.33239032691833,9.311760638455736,2019,1454.231008383791,
2019-08-31,28.684699583143562,0.355850114506379,2019,1454.5868584982975,
2019-09-30,25.66716823242879,6.924515132678066,2019,1461.5113736309756,
2019-10-31,10.04267790589969,0.09933016656675354,2020,0.09933016656675354,
2019-11-30,16.45097480833357,61.498678513410745,2020,61.5980086799775,
2019-12-31,31.66891832887661,198.82086316769653,2020,260.41887184767404,
2020-01-31,42.71354201000762,33.60378870602673,2020,294.02266055370075,
2020-02-29,42.5778038723981,7.305448629897885,2020,301.32810918359866,
2020-03-31,56.83677375919396,146.30846411632743,2020,447.6365732999261,
2020-04-30,58.300523490282664,120.35180097776853,2020,567.9883742776947,
2020-05-31,45.729088772895494,61.32483282042928,2020,629.3132070981239,
2020-06-30,38.43261973483585,7.6480304162563195,2020,636.9612375143803,
2020-07-31,29.424576458117446,3.3710110658520804,2020,640.3322485802323,
2020-08-31,25.781260473041087,5.1042804079612365,2020,645.4365289881936,
2020-09-30,14.658910139375347,5.8426937694341445,2020,651.2792227576277,
2020-10-31,12.841633294344451,0.0,2021,0.0,
2020-11-30,17.337122578334522,45.42775648566824,2021,45.42775648566824,
2020-12-31,22.15339553886686,69.83300817770267,2021,115.2607646633709,
2021-01-31,31.620685713870675,224.89086996686086,2021,340.1516346302318,
2021-02-28,47.2834487217193,45.661433304667284,2021,385.8130679348991,
2021-03-31,53.93105245246806,87.23070892855813,2021,473.0437768634572,
2021-04-30,33.681616183404515,15.65421719900384,2021,488.697994062461,
2021-05-31,36.99260332068456,6.904068010477973,2021,495.602062072939,
2021-06-30,29.922617267316255,8.31745527649771,2021,503.9195173494367,
2021-07-31,31.077459136275536,36.63499934728169,2021,540.5545166967185,
2021-08-31,25.087487227470977,3.61134601776827,2021,544.1658627144867,
2021-09-30,20.21924938157448,4.0369304692365215,2021,548.2027931837232,
