,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,957.3651965323955,957.3651965323955,185.86469231979947,751.6008021522114,0.0,525.7666953283411,276.8,330.6594154692127,0.0,0.0,0.0
1,2002,1482.8318456050206,1482.8318456050206,142.9061512637684,1335.8891867717712,0.0,962.6594121510744,237.36,324.9255841148969,0.0,309.8199808795647,0.0
2,2003,1684.2387930737193,1684.2387930737193,418.78046009376754,1222.8481915661396,0.0,891.0552183835559,264.32,325.1713044396345,205.36436232217395,324.9255841148969,0.0
3,2004,1328.984959738154,318.29894986623316,109.1066997196838,1206.587790431753,1032.857142857143,1147.3127868885301,226.88000000000002,187.5942745996118,0.0,291.24017145441235,0.0
4,2005,1867.9030368116516,718.0038438296476,426.58530687990077,1422.1673101760048,1261.3333333333333,1188.44218817558,290.08,173.2317430940991,0.0,94.14343831347264,0.0
5,2006,2435.830572975956,947.6756156688385,95.87917299281037,2096.7228127690673,1498.1904761904761,1852.6088200343474,261.44,150.34016405806287,0.0,149.07023839229544,32.24523534277671
6,2007,1205.652901003379,752.9862343367121,168.76771554146103,983.048550587574,452.66666666666674,658.0651156592915,269.76,230.80192999228268,115.50642883674146,150.34016405806287,0.0
7,2008,1113.300462877363,348.7766533535538,55.21310414658248,1057.80098086641,764.5238095238096,824.8823839726338,235.04,293.7607809828319,43.135824469326955,160.29816268556556,0.0
8,2009,1598.6332280672234,917.9665614005565,291.31266680428087,1294.0696601867676,680.6666666666666,423.50164675530584,289.36,270.05861694595586,75.61971690713169,248.38900530939512,0.0
9,2010,1559.7655916905587,686.4798774048443,264.1044717159155,1144.4744678235236,873.2857142857142,878.096952016117,262.16,207.63620499173757,0.0,104.65482521840937,0.0
10,2011,2400.4497753756914,989.793659326893,373.10113252892745,2003.660886662607,1477.8095238095239,1395.7246110930696,225.51999999999998,119.58462476822389,0.0,0.0,0.0
11,2012,1177.648404454457,729.6007854068379,206.4966218162129,945.5612515475004,448.04761904761915,408.5380170982302,270.72,221.31608053500676,0.0,22.894134641941676,0.0
12,2013,1400.898783860316,966.6606886222203,169.10454120890785,1170.0897981774715,434.2380952380952,670.6287102735679,284.56,197.05288326458606,174.87780503131577,168.4290232839415,0.0
13,2014,1059.5892196832267,654.6368387308459,156.58639811036238,818.3924719249928,404.9523809523809,422.4333757298593,276.24,194.812320356457,4.981052553399394,197.05288326458606,0.0
14,2015,1026.2851902583175,794.6185235916507,237.57572485654404,779.5345266411323,231.66666666666666,265.7585430582061,310.88,261.0400919339857,111.56492330234647,183.63327050203284,0.0
15,2016,1734.7991027306507,736.4181503496984,147.08799311791665,1576.7186517497053,998.3809523809523,844.6033878472014,305.92,251.7705525168949,0.0,208.24793513909552,0.0
16,2017,3303.80970861174,1514.904946706979,296.4473822190504,2913.6202538759653,1788.904761904762,2069.9869282263835,259.04,161.35220559670472,0.0,0.0,0.0
17,2018,1568.2699717098403,1019.9366383765072,221.9817494023733,1343.801302407534,548.3333333333334,44.23737097878492,360.88,328.4159948532992,270.0715983293101,145.8593300569396,0.0
18,2019,2027.2285645802626,404.7924966018081,254.70925801810418,1729.0014168833957,1692.2380952380952,1473.0112291583578,311.52,137.95147802997516,64.89952130520997,315.36951479502227,115.87293764664042
19,2020,1082.084576410419,363.12752734337533,211.33447324410648,864.6565994934269,723.3809523809524,497.91741934623417,324.0,324.0787647360701,225.2778031302625,134.64144498363132,0.0
20,2021,875.0387418287934,164.181065661442,58.381767436748234,794.1685810871329,716.0952380952382,674.0509595506973,0.0,201.7619261767249,177.03947140770822,317.07499781367915,26.01291739138196
