,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,908.3394190781951,908.3394190781951,257.8336580849269,618.3982851561052,0.0,365.8704594743183,125.2898119841663,64.57820192250783,0.0,0.0,0.0
1,2002,913.9561678928745,913.9561678928745,129.8068045829995,764.3354208420593,0.0,722.4088210083588,95.28078292241182,67.75763141053719,0.0,20.40622210794278,0.0
2,2003,981.431427847834,981.431427847834,290.3209851331879,659.9553085507184,0.0,451.37842530186424,131.03719169942403,71.99771447550526,40.69379177708645,64.96445487589457,0.0
3,2004,674.4262273990937,370.6760985140332,58.52604753789847,608.5120577242074,317.4926108374384,552.025758121446,94.26740104214285,37.72247115307524,0.0,71.99771447550526,0.0
4,2005,1631.1465875834022,1132.68353339621,292.9378723060869,1269.4714122878183,498.4630541871922,1047.1674837843022,146.96575189688284,28.098202314975453,0.0,0.0,0.0
5,2006,1567.2673669467679,963.5185984738613,459.9926655281837,1107.274701418584,603.7487684729064,1064.2522504817675,120.21606911052207,49.69226899735458,17.89584273490222,28.098202314975453,0.0
6,2007,569.3124451374104,341.19914464479945,85.66756749126998,466.8208969855867,228.11330049261085,380.3963696615042,96.41688271322792,86.72236805661402,13.34076045067222,49.69226899735458,0.0
7,2008,872.5763371797137,499.8255708114046,56.68276564236622,814.0899827268564,373.7487684729064,793.3704006382599,108.91988847243809,73.92043299720646,0.0,76.313259287824,0.0
8,2009,1123.6765194506772,795.8735637856525,243.39600701651904,872.7925266961606,327.8029556650246,508.5783434248808,152.93705640369325,71.89542736340832,0.0,55.67562770383181,0.0
9,2010,1313.7167017210327,830.9180604765216,323.2286457307801,990.2185274824415,488.67980295566497,828.8431862306875,142.5614443733431,60.68377104982757,0.0,0.0,0.0
10,2011,1804.1843207265906,853.7114143226495,246.84323772143208,1535.524895623414,950.4729064039408,1244.607191557076,110.10501142700429,30.72678181105205,0.0,0.0,0.0
11,2012,670.0794220850709,422.7641511491104,162.6491836022344,498.4790410507493,253.04433497536945,194.52842705988746,136.64255050735903,72.73606797818607,0.0,0.0,0.0
12,2013,689.3239945242977,401.1283121484242,64.84073889551806,607.243545899963,292.8620689655172,400.0290734415863,131.28352500228547,124.02334743346832,59.567410576696744,63.04874287544224,0.0
13,2014,582.921242673266,420.98100385195943,177.84336706223675,377.3232076983704,201.4926108374384,196.28229916653441,118.49782978334405,86.1418226308837,0.0,76.58767031506795,0.0
14,2015,467.64569292213145,359.33714903607097,121.84140978029355,297.641748263822,123.75862068965516,139.3901149107699,161.01150379376546,33.42517415897878,0.0,82.24076490683676,0.0
15,2016,1013.7886557114525,502.2684625157331,140.0751545971637,871.7583362623964,518.5172413793103,549.5360601213245,276.4169704726211,143.63302814595153,0.0,29.579466007095228,17.81153406350998
16,2017,2063.2866911234564,899.3408783155747,221.91578086390228,1789.3418945652702,1163.945812807882,1442.0677646112722,241.13806746503343,126.92742213358103,68.9553542249006,18.174067805285404,0.0
17,2018,890.4994072084188,585.3269934153154,141.39704275584364,747.2188936892834,305.1724137931034,609.7145084561837,304.2961986465872,196.9727332529794,138.46406897780605,123.49396141728582,0.0
18,2019,1480.7365736525664,646.7020908939455,235.69957957124853,1239.750661095681,834.0344827586206,1022.6823313807886,259.76436424925953,95.36759007531879,16.522241547471452,179.23285038063932,0.0
19,2020,670.2916315132736,438.17833102066265,213.416244945331,456.6207275798448,232.11330049261088,379.67661573210665,213.17019886892845,181.56248672771326,144.1012798646067,95.36759007531879,0.0
20,2021,532.262061444596,282.069943217995,36.30769781123477,491.37012308870857,250.19211822660102,456.11328885848076,0.0,75.13784032869961,52.82930720982124,181.56248672771326,0.0
