wy,wy,P,adjP,spring_rain,winter_P,winter_rain,snow_frac,total_swe,snowfall_t,springET,winterET,maxDeficit,minDeficit,octDeficit,aprDeficit
2001,2001,876.9475650954749,876.9475650954749,196.37494157615583,680.4311547676723,680.4311547676723,0.0,0.0,192.06899563471478,359.84000000000003,152.88,475.20268665706055,20.80220210944543,0.0,0.0
2002,2002,947.2357690334321,947.2357690334321,105.56383163481952,840.8935311635337,840.8935311635337,0.0,0.0,0.0,344.24,169.04,453.5152619445324,0.0,471.43653091981946,0.0
2003,2003,1163.1457721243303,1163.1457721243303,305.46597005426884,817.9931879738967,817.9931879738967,0.0,0.0,0.0,342.08,173.44,410.94381549229223,233.74016782063813,453.5152619445324,0.0
2004,2004,699.415587202481,391.558444345338,27.234771141927922,671.1548785939813,364.01202145112404,0.44016339997298093,307.85714285714295,274.8627290725708,343.84000000000003,174.0,423.3179834216691,254.24367181966701,410.94381549229223,0.0
2005,2005,1380.9534565277866,554.4275075264741,216.4793381311465,1147.401681025823,212.4016810258231,0.6770684381723668,935.0,0.0,353.76,153.12,330.699923641628,118.78712984000242,367.7358587933296,77.36157455678483
2006,2006,1425.794920384884,1046.5092060991697,402.00907562176394,1023.78584476312,644.5001304774057,0.26601701890151813,379.2857142857143,320.7965968449911,351.92,170.8,406.690594307468,302.95162505547205,321.12884019687374,0.0
2007,2007,510.6892553567887,359.97496964250297,49.47145853439967,439.00406726201385,288.2897815477281,0.2951193590493508,150.71428571428572,0.0,338.0,188.72000000000003,609.1027028228839,499.9917449180285,401.4984998178482,127.81663036584848
2008,2008,802.1030492456631,236.31411194947685,65.14486429312578,736.0791432807844,102.65057185221292,0.7897097162568807,633.4285714285714,0.0,344.88,183.2,467.07924835842084,368.8475113042318,578.3216716965039,73.63063266119593
2009,2009,935.1007479826611,570.6517655849458,144.82232356071472,782.0499142805736,316.7641999948594,0.4975781650153719,465.2857142857142,0.0,338.96000000000004,181.36,334.60068820476533,173.4912193250656,467.07924835842084,0.0
2010,2010,1225.9370848735175,475.4364867607753,188.92808133647563,977.2999662905933,171.01425200487893,0.7052331145204146,864.5714285714286,0.0,322.32,173.84,277.2854478563865,144.9871447754189,173.4912193250656,240.2300212805327
2011,2011,1737.3752870510025,554.1432528446121,214.5294890850783,1498.91276772817,309.48419629959835,0.6846123461601044,1189.4285714285716,0.0,305.12,161.20000000000002,260.87448030968505,201.9925940555334,183.50089557468885,0.0
2012,2012,610.1787599051993,395.6371668531072,146.41142323613167,462.11240959167486,222.68383816310342,0.3923908650405504,239.42857142857144,0.0,343.52,205.12,411.9718747912844,228.26311155973443,233.31398107389606,0.0
2013,2013,608.217276091377,382.4830027825776,53.73986575504145,542.8853372136753,275.17105149938953,0.44016225161296635,267.7142857142857,0.0,351.6,190.72,511.95227508276685,430.076264707744,411.9718747912844,64.41670250366116
2014,2014,479.3045959522327,457.590310237947,137.3872923006614,314.2219185034434,292.5076327891577,0.04530372939810023,21.714285714285715,0.0,330.48,201.76,728.7950852142769,555.1795418869455,498.58669122666106,337.45139941969074
2015,2015,470.15383437772596,452.58240580629734,111.63701022664706,342.15478251874447,324.5833539473159,0.03737378552848625,17.571428571428573,0.0,338.56,215.04,918.961250836551,779.1506617258133,728.7950852142769,567.9786776726443
2016,2016,932.9138498190806,739.4852783905092,108.365976224343,823.922009030978,630.4934376024065,0.20733808536134704,193.42857142857142,402.49589697519946,367.84000000000003,182.56,680.5274010174704,410.1250173666452,918.8780421055355,285.33894713247076
2017,2017,1867.1387736548982,1000.8530593691838,192.55857871969542,1639.368121703466,773.0824074177516,0.46396428937629103,866.2857142857143,733.8558699289957,368.0,184.4,391.48780192494394,314.72807315528394,585.3897931124004,0.0
2018,2018,790.7068040054294,596.2154278693989,110.22716859976451,679.8682708218696,472.5825565361553,0.2621524353093728,207.28571428571425,0.0,390.88,195.28,480.82616669513294,413.03299883610083,391.48780192494394,0.0
2019,2019,1414.9314996749163,467.3682420374383,213.02282271782562,1199.745624780655,200.7456247806549,0.7060412466819225,999.0,422.3851890563965,375.03999999999996,164.32,356.4210345340626,199.45063526233037,458.77163699644314,100.08947026746972
2020,2020,652.4397804141046,264.20811244135814,195.48627678553262,456.95350362857187,31.2392179142862,0.6524959061265151,425.71428571428567,184.91705052057904,366.15999999999997,174.24,474.63262316862745,313.6,297.52758308589455,0.0
2021,2021,475.369562472372,201.1164552254737,15.415738543340316,459.1731208165487,162.31597795940587,0.624476546864306,296.85714285714283,0.0,0.0,82.72,530.8162678485089,474.71271223788005,431.20000000000005,290.3929045294604
