,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,810.2198578272058,810.2198578272058,205.6401800164244,602.5798557680943,0.0,0.0,263.79179006064317,316.30115726985747,0.0,0.0,0.0
1,2002,902.9168066347212,902.9168066347212,79.07981709826319,823.5938026490625,0.0,271.9304431719093,232.96897295020986,293.4978346874434,0.0,307.8774896510513,0.0
2,2003,1127.555058827411,1127.555058827411,295.8907327877292,798.2597652997101,0.0,0.0,259.47445769499245,249.6654339593731,40.95532040044242,293.4978346874434,0.0
3,2004,736.8538319188249,435.7844770801153,24.231374403318057,710.9008308344045,301.06935483870967,284.75307074285627,226.23186568206012,242.23546109684702,122.13454112270496,249.6654339593731,0.0
4,2005,1215.0165774564111,644.7972226177017,194.35153409627443,999.0271595266544,570.2193548387097,105.91218857721984,260.1440799441563,195.0772883554394,92.70097972495796,169.27163476423544,0.0
5,2006,1216.0901509847652,753.6191832428292,315.364831671228,899.8479635374,462.4709677419355,0.0,279.4615167346334,190.08639159465443,131.10663263181652,185.8934265459323,0.0
6,2007,526.9997838656311,356.8949451559537,70.30526526507114,429.94240792397807,170.1048387096774,0.0,215.7615118850801,272.94613320491004,228.65361160628905,187.9195182436183,0.0
7,2008,779.1860173619119,251.72150123287972,42.17139592968182,733.9106612149947,527.4645161290323,257.2822650210414,224.5491528711558,227.57300682658163,146.53356949505613,260.5146618956305,0.0
8,2009,801.1828041263772,457.8334064568497,131.59748165786655,665.0399265808397,385.5241935483871,0.0,231.60379146919394,219.68030933005664,76.5133608542913,227.57300682658163,0.0
9,2010,1150.6720484961024,620.7573340768799,203.5676301455376,909.3986227820167,546.9370967741934,0.0,230.0053832984308,180.06327756756352,0.0,97.22697139190245,0.0
10,2011,1525.224180019039,697.6983735674264,162.40879627962894,1336.875500522221,827.5258064516128,0.0,193.09074631691084,125.919037572834,67.71451126222559,152.69208067892214,0.0
11,2012,654.5127737575505,492.947692917911,164.1119509246341,488.1379422774763,167.45322580645163,0.0,248.7857687644655,260.35402361318864,127.9473880759854,77.76051325148237,0.0
12,2013,518.9102897288063,301.47509348929134,56.235785018625656,452.70545469649704,222.29838709677418,0.0,241.09007443329975,272.6489029793502,206.78678685265584,260.35402361318864,0.0
13,2014,455.3150290437799,393.9263193663605,123.72748882150145,304.5412788675071,61.38870967741937,0.0,228.5742482824496,307.4054634486721,176.8820563628785,248.70871021571523,90.96830586973442
14,2015,509.59032582095415,452.6360633569967,167.5269687873862,337.41997573489886,57.90967741935484,0.0,253.09543657004275,307.00540971706664,150.90114469555874,307.4054634486721,136.4046318645654
15,2016,897.5462407850232,633.347853688249,103.28375381610807,794.2290399876201,264.1983870967742,382.8178750884746,371.6889225908363,234.4640264480954,88.00518339899669,287.8145479327413,0.0
16,2017,1572.2664585733976,763.2067811540429,127.22831558502878,1423.7213029824406,809.0596774193549,0.0,335.26770211984257,266.82680114179044,181.61588490020785,204.63487641139614,0.0
17,2018,673.6419860814605,500.29584314795954,117.9247001110569,555.190074361786,195.5241935483871,0.0,374.89815570585074,385.05615760144326,302.2473713976057,266.82680114179044,0.0
18,2019,1345.9304069803384,477.90960628214066,219.22522689482116,1124.1507423179096,868.2564516129033,401.65905119725437,342.39373339753723,107.00399053150193,0.0,349.9941335156802,113.1415632782462
19,2020,601.5205138411826,351.30153351464304,192.05972629932802,408.75647566062315,270.6935483870967,0.0,321.17350071475806,320.171752921008,229.24096517061827,66.43819099599766,0.0
20,2021,370.6281369158507,177.96200788359266,21.848476456619267,344.55233845862824,192.6661290322581,0.0,0.0,382.0401017817593,367.7332815789073,310.9854289708358,291.2097384636814
