,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,489.2238857118683,489.2238857118683,115.8432344538152,359.74325333477617,0.0,172.9664800383828,264.54971637694416,339.21441275026586,0.0,0.0,0.0
1,2002,717.2561050963379,717.2561050963379,94.84588339811118,619.6057509524481,0.0,292.1970765002362,233.9132296431838,318.61969184379905,0.0,339.21441275026586,0.0
2,2003,864.7134594394186,864.7134594394186,233.3766325160668,573.6114353105402,0.0,307.3944144465707,264.30576395242434,279.19578975466624,190.63536988610866,318.61969184379905,0.0
3,2004,646.464694448898,136.03771547697875,46.23174481064856,590.6473465178875,539.063829787234,478.2531999241222,236.28692823744655,225.32052840517932,169.16132167613193,279.19578975466624,23.926123421803794
4,2005,988.9610987029935,323.80211512758837,182.83389323747224,768.2281962617652,734.1914893617021,398.79016558535693,292.7178776174019,99.62305601734914,4.137338922886258,201.9314397981054,285.3980737350514
5,2006,1145.8803085549796,333.2936410013474,122.29278121389598,957.3078444004059,906.4893617021277,761.3753150964712,271.93999186826574,152.97945513946,102.18040752334613,98.6975310635128,74.02553118161923
6,2007,565.2276315104651,250.11123895585027,69.51844750828559,467.98639088172416,333.7765957446809,309.78713563819986,258.32807481195357,298.544159929847,220.66265383460117,151.73718369505966,0.0
7,2008,622.3204193024309,149.74774384913525,60.69262653352184,560.7105151801915,594.4148936170213,470.65778183627435,232.3192722097986,234.1175087631579,159.7968299961357,252.0646178441485,221.88877981385292
8,2009,752.7673226098543,333.2060366133446,131.8703138149501,608.5463457742295,472.98936170212767,117.52803614232448,291.44200040658666,254.72300621733635,182.7069096091958,234.1175087631579,61.72242027025959
9,2010,823.6694579912627,376.1114014268475,156.7622536824829,620.0896798573531,523.2872340425532,367.5148204828238,275.81932506607035,185.34579068759095,14.155213516730434,182.7069096091958,222.33218756108394
10,2011,1357.7414180224202,466.4236587280766,200.06106725277067,1144.9284338656958,1028.9893617021278,482.5555676314737,243.77810937182352,122.20061826041515,66.3510049179689,19.940133524837904,35.3310493190657
11,2012,549.9465869377766,292.2053616769133,102.54518130905444,424.116404118476,259.3191489361702,0.0,264.45904558621737,227.5557843856544,150.40415079358016,110.50765088747015,36.321938912485365
12,2013,725.7416290718238,394.0238710748586,164.71171717829517,530.4976448679898,333.5,328.4667733721918,281.4084708034761,261.0870417074145,172.213025951997,209.31367062898462,0.0
13,2014,658.2554014745235,384.73119951371086,114.09736205329332,454.5294594455075,276.8297872340425,238.7983929615516,265.506241805153,193.63180193751728,161.44292208907575,237.1855601756514,86.2272956175475
14,2015,549.212306406591,391.32984587420884,216.8274970813231,325.64523049337527,158.06382978723406,103.94629031961614,317.36415917060526,254.5974348303315,190.9728118596196,193.63180193751728,37.74028341838553
15,2016,934.0442937335556,376.4166341590875,140.14101474565248,786.1558408272732,557.6276595744681,390.4900373855195,301.8094953499009,206.15260757804964,0.0,235.0297589445846,0.0
16,2017,1770.4954960641342,665.6481225006992,181.75978997939984,1496.6109173855225,1147.8936170212767,1086.8029055285765,285.3134424230105,127.1932566292368,6.103167129017521,24.763124331983164,0.0
17,2018,773.7095880268262,401.2840561119325,132.4761665889195,638.7659124561719,372.42553191489355,36.64267842645769,354.6490740928955,362.29369997249034,279.3392348794827,127.1932566292368,0.0
18,2019,1042.053448109271,229.2678276256868,132.52774106875643,886.9343188505669,843.0531914893616,614.590045972304,310.7963131390201,213.53264812300552,140.52107211286867,345.8821829481107,125.93904539653363
19,2020,566.4070264236082,300.60915408318266,121.2060509595004,437.3026799583784,265.7978723404255,241.52727980118294,309.31645239537403,336.4595054807967,234.13593460045274,204.96050157100495,2.1847410398016507
20,2021,506.55085759193867,211.497666102577,83.53426249615558,417.26977768501683,295.05319148936167,68.6180625581122,0.0,266.7161849654239,239.35940305123074,336.4595054807967,178.39344667229383
