,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,779.1100758209551,779.1100758209551,171.24418067028597,583.1767859572758,0.0,348.7350620654281,244.31471811075994,272.4640278085874,0.0,0.0,0.0
1,2002,1065.1076473504706,1065.1076473504706,151.63934546166823,908.4882755127765,0.0,661.1668123402078,218.36496537292425,247.78431860482198,0.0,256.79001441733993,0.0
2,2003,1201.3772765401684,1201.3772765401684,366.7623976948091,762.2340036171048,0.0,643.4658616822344,247.37377016464325,207.77177783016046,139.08524444929665,247.78431860482198,0.0
3,2004,942.4194361088904,190.89106915705472,80.87640092353922,849.8665365006872,823.2678571428571,799.876374829037,218.3831764510228,164.22963231172923,116.42672081189424,204.91602264736045,0.0
4,2005,1456.6109438320368,411.23927097803454,291.9261050026676,1113.468599820327,1128.3214285714287,907.8600769447712,274.97407616830196,86.62546646243578,0.2298124859554207,145.31428422413296,230.35724231112465
5,2006,1616.1643961187558,352.54298435974886,137.21760991069502,1269.9702528338853,1372.232142857143,1143.2897341396829,253.1157026442707,108.61965019803003,46.23830755985619,76.76282408915682,88.07320946250292
6,2007,756.6627154382792,309.60063597721285,112.23732378510685,610.7047418403373,486.83928571428567,431.69449187463414,242.78432729086975,216.88741904359944,191.23346022830628,108.61965019803003,0.0
7,2008,810.3820915386696,180.15743325343945,81.57484031518038,728.8018745655091,738.3035714285713,622.8139439995157,218.02655579577578,204.16502454172237,59.11211074641514,201.8992901130557,175.62885747437724
8,2009,1087.7512072898664,407.95659180921155,185.42886596016925,887.3532975396681,782.3214285714287,468.49104405208357,275.76089140196234,195.47653200842245,75.92290806301287,188.30880874016157,59.37260735245923
9,2010,1164.0829006125982,346.6195221819204,162.6930129612069,854.3928289185787,970.7142857142856,655.4633784306777,260.7210111425245,129.64746549474842,0.0,85.5357810670669,290.577207030416
10,2011,1748.5204897758356,550.0556920248107,275.3736971164572,1453.3780049442933,1526.4107142857142,1026.817576638584,227.79272908697817,46.005802339796034,0.0,0.0,334.9006263935429
11,2012,768.4437517242343,313.37776834113714,155.69573605187063,582.3996569571192,508.2678571428572,287.0318929232084,255.05397638450017,202.04581683661672,124.34304134744403,0.0,49.45705019319587
12,2013,908.9185994335448,342.95517651517093,164.49124363183344,713.8712867969545,635.3214285714286,436.58158216805305,270.53740894728077,191.48123123931623,143.4692250321405,142.55845829822732,0.0
13,2014,810.2905126287251,317.2552439788651,159.99696930892156,575.6141497867494,520.4464285714287,285.31757495384323,257.5183103276234,120.77418187967113,75.98978848306245,188.7481451179569,33.15831968932014
14,2015,705.8407905297825,443.2949371834785,222.81748809106153,471.5013701517322,281.75,174.63513906058964,299.33516048561444,209.977511482618,144.63241639407414,120.77418187967113,0.0
15,2016,1214.8961116712674,308.14783619485956,148.18022635966463,1049.1550937419863,1039.8214285714287,515.9624492129218,305.0782704141027,189.58481129085274,0.0,173.17354476029897,93.94131660944555
16,2017,2310.31342864922,654.6933774058233,157.70517126264463,1924.750693343995,1747.678571428571,1387.0677906309581,283.54892399800434,68.40796001222454,0.0,0.0,83.19722058580264
17,2018,1005.021328750148,317.8156802552701,155.90276947647672,847.3378338282558,699.7857142857142,571.0499076337335,357.6860602028936,336.5625755766497,250.5510117667819,68.40796001222454,0.0
18,2019,1435.5650207188469,276.3213705578146,210.75280986730243,1196.5028828335064,1379.5535714285716,1007.8853930060998,315.78333384479845,207.4703845723177,139.57732384225565,294.51376026555727,314.50163088324405
19,2020,824.1303634804821,280.46343147641755,193.41779184467916,621.1301432699361,559.0178571428571,350.3035736691098,306.28478438433285,317.2561649596787,224.88068636216553,193.7815986778673,6.6139268425191915
20,2021,658.2980592151969,175.8982012153148,84.17312148964373,566.0034521594404,494.44642857142856,362.01316794033715,0.0,142.2258697132967,117.01421562573223,306.54071513012997,75.38604656641593
