,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,617.8261395563661,617.8261395563661,161.22440150147486,432.722313749443,0.0,280.5721955790103,183.10296786733886,123.36574711602154,0.0,0.0,0.0
1,2002,676.9608394256273,676.9608394256273,70.86982771022929,572.0677559380392,0.0,406.92607381505877,155.604056272209,128.24763006486606,0.0,105.43890914210941,0.0
2,2003,727.9687951439216,727.9687951439216,177.8326573750927,508.7406660598459,0.0,306.0083786955158,202.19618781510056,157.95727802549786,115.10468901755624,124.97899801184325,0.0
3,2004,620.4554116966372,197.21998235368247,52.28621677218132,529.4250771850932,430.958904109589,495.0187098901249,155.50103869282634,23.815809369912724,0.0,157.95727802549786,70.81713221607379
4,2005,1148.4970424608118,347.7120033690485,184.58148497400933,946.1088692674359,865.0,795.4815077994633,227.51249711474213,32.122416416085514,0.0,0.0,46.52692574249356
5,2006,1049.042408532671,244.91493707721997,109.2500194732868,842.7626745163816,843.5342465753425,793.7150794390336,204.43327704549594,63.84123299481372,34.12803503586534,32.122416416085514,61.53450039307633
6,2007,527.1952642788008,278.2685104024555,72.95655795486229,387.8959763054709,254.6301369863014,287.0911492282905,156.51308267023023,65.35888255330795,49.654395530657126,53.20246161328168,0.0
7,2008,740.3608589846721,195.08688638193237,69.86220412588955,669.9930063266198,545.2739726027396,637.8152054314475,174.34640102047013,113.2969688591843,15.778546729218462,53.31606320159982,0.0
8,2009,790.4315089487335,325.6823383632564,122.4669508790507,652.4295571919783,506.7260273972603,518.7373533897029,216.7942416327523,89.48891158039066,9.221017405173644,111.45911562135345,15.531384720051747
9,2010,839.2416144095986,289.78686109539126,121.18777588176958,668.2244275157892,614.4931506849315,524.463824992504,228.60353520014576,75.97728990882976,0.0,13.942074982255363,45.344630097741685
10,2011,1240.0089911889106,320.0844055054177,119.876130917767,1042.7327212768853,1002.4383561643837,791.8466366777143,199.7060171293203,11.352716507872744,0.0,0.0,136.32589878443943
11,2012,472.3056261560147,230.9015479028929,74.37183863791158,335.8047501163575,247.89041095890408,147.0406223813307,186.55448460183436,65.35292832278834,0.0,0.0,28.955922675050573
12,2013,597.3177592432617,275.3639640411841,79.7589116274732,484.3490885484566,336.8904109589041,348.14740656324966,199.71169288708012,103.06458877164573,69.08346752254002,63.73727518797983,0.0
13,2014,521.6588326029408,379.09519960983505,136.29181012470744,322.48536332602646,148.63013698630135,194.85808008434705,183.21589503735655,77.72454748627638,40.11686954158832,84.4123559250498,0.0
14,2015,473.66973648562447,356.52058316240095,209.22760857644118,242.83740984518982,176.5753424657534,88.93694957251687,238.41471420761707,56.9699235527627,0.0,77.72454748627638,12.667220821850862
15,2016,792.2323121729718,494.96210209401653,126.34067730599817,658.9461250749606,326.2328767123288,357.8101541315467,302.3786624552026,144.69009242408825,0.0,33.75298328538735,67.84479233499616
16,2017,1649.9859335122546,706.8489472108848,109.45777176437615,1416.8919950800037,943.1369863013699,1118.6863200659893,284.92113466561375,76.86155090116621,34.307035346518234,30.91628276953334,0.0
17,2018,705.4628518012254,415.654632623143,154.95847188422402,539.6690575511711,289.80821917808225,393.2818230837294,318.47837525207166,246.39344148177406,184.18799294585108,76.86155090116621,0.0
18,2019,1031.1519471367587,270.73978824852014,130.48808887537243,882.4578132897906,799.6712328767123,747.219832783301,273.74322483954757,94.32773359072343,43.332003821147296,217.5114270875343,87.7100201309981
19,2020,495.2555332898515,297.4309291596923,146.82550769083707,323.83586755256056,200.82191780821924,273.28954346480884,239.60116475070356,163.66784720278108,142.58248271909676,83.30508584713158,0.0
20,2021,520.6044921837386,255.05654697825912,97.7719665814372,413.4419489290529,265.54794520547944,298.7294207952555,0.0,44.17686967765418,25.585112357938474,163.66784720278108,83.55402207969999
