,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,536.3169512042049,536.3169512042049,73.8586607025601,435.26879482322124,0.0,256.57964357708966,318.45571963252803,395.4540479364889,160.8483336356914,0.0,0.0
1,2002,529.8773747600017,529.8773747600017,54.6215089338308,475.255865826171,0.0,233.44563686550495,316.7538346376319,483.4028469651796,91.15407517396272,395.4540479364889,65.81437615625032
2,2003,865.4448669571069,865.4448669571069,170.42874770350446,642.4054245486485,0.0,368.6399267307609,312.5812044913236,434.0015525437918,282.3054855686321,483.4028469651796,0.0
3,2004,793.0215946531692,205.62721941965418,83.7607066426581,696.355744072605,653.4615384615385,600.9050625830147,317.8857570602246,301.54189959889374,196.89738666350155,385.7195865492953,58.45878917623614
4,2005,990.5701182136248,491.5389987245543,238.99964220041718,729.6165253171632,688.6538461538461,167.39790128670904,327.03436543041846,258.6115314222295,0.0,256.6781841074324,247.57989938278268
5,2006,1157.0159945188873,607.9346966206604,113.39888704554646,915.3455886153965,618.1923076923077,360.08689804288497,329.7211296359306,265.4896330995221,180.2285455230235,258.6115314222295,67.68160104027038
6,2007,583.5900382391304,379.3208074698997,84.92032917516715,478.14091713871,204.26923076923077,101.27917025558179,322.914923443348,353.65698052718545,303.4621065427576,265.4896330995221,0.0
7,2008,569.0937563933826,145.99631720152644,40.575693278431565,526.5761378967202,488.7307692307693,422.28974688416383,312.65145968016327,398.43752602250606,323.73461912531627,321.09748439391535,175.41657404693262
8,2009,774.6935958102802,325.91293970979217,141.68768141210245,627.9498923240938,482.96153846153845,208.90709629217346,350.92703640694117,358.0926485524742,245.48418476233675,398.43752602250606,166.1302277287043
9,2010,788.1434855546155,342.66967194025875,167.5914891665866,606.9352708008151,555.4230769230769,297.9738136143566,305.5033684926847,242.4223884297493,160.12709506567845,275.7914871936664,341.7547601287308
10,2011,1090.0910362021746,340.73218591853856,201.2038494860367,876.6328575261082,1075.2692307692307,655.404089465366,316.49494385845526,168.90912442736,88.05381422252465,162.920149874255,286.87650388236204
11,2012,582.6583479684145,341.57701044677805,148.8726813393617,432.99616524519354,244.6923076923077,0.0,310.6495814903028,296.2067485694713,87.45438555257581,139.10090231670415,0.0
12,2013,740.1869571598613,482.4202402263417,100.79785259542705,589.4692932852748,284.8076923076923,317.4580948531133,331.93423613473976,300.46066466341904,227.6773771726854,296.2067485694713,0.0
13,2014,457.73047117343367,354.4041458542073,45.730180580151554,366.5624236003845,111.19230769230771,0.0,310.81546104117047,459.85841466666034,315.7660042812264,293.62244810393065,101.68787586021661
14,2015,580.8599202157387,474.3214586772773,113.33454481716635,460.29548354029987,106.53846153846152,229.95569693018527,362.5803062266077,585.3031477586654,519.629642655564,459.85841466666034,215.29933642366473
15,2016,941.8580099655177,470.2810868885946,106.46230671478442,833.7580218011324,471.57692307692315,392.25346522450127,324.94075535896565,301.88542107713164,13.521064100499785,577.6877847085816,88.90043861237052
16,2017,1671.5931176276338,837.2857578139301,191.1326592234944,1456.7187853784112,862.9230769230769,1106.1539691703142,336.0594215719633,299.4858879548514,146.64150894504155,186.6132318958335,0.0
17,2018,792.1778543647328,552.9656533119011,144.1686284836305,646.0476874195639,317.5384615384616,15.990243795505855,378.525348758081,416.7863918094027,312.3785456993613,299.4858879548514,0.0
18,2019,1189.6472466619393,240.06778395335968,141.89907117563604,985.7941753672762,1190.7307692307693,725.772808349694,346.1337597822388,279.55275683676456,177.56231371214693,385.50655880364883,336.07735559989715
19,2020,526.2553765241295,134.27339660229143,128.61038667277288,396.51234995823495,491.4615384615384,252.99327085288945,326.04189179993193,406.4932482523266,252.42310478775204,223.70938922791782,200.2344299209398
20,2021,414.2775634322367,46.98570152806887,24.32406100044621,375.16858526214014,497.1153846153846,0.0,0.0,390.05963397422283,386.933207839963,346.4534824672349,297.7323980415174
