,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,948.5426737893392,948.5426737893392,201.96640486928516,725.3388843570017,0.0,424.1882537626505,235.75626482969778,269.9514777098687,0.0,0.0,0.0
1,2002,1297.4037570141818,1297.4037570141818,166.22062919253392,1125.0439505635954,0.0,482.01597980048496,212.45414684817678,234.8920034726624,0.0,252.1307932958429,0.0
2,2003,1437.205309189884,1437.205309189884,453.44775428284345,915.2885673000097,0.0,403.29442081081385,231.37518123667385,181.25989325585377,78.5464297572729,234.8920034726624,0.0
3,2004,1122.9561552009222,299.7948051861536,122.18313040935172,994.7034560218058,823.9382716049382,819.7501106665878,213.39371275490686,171.6389109390383,34.986864620912456,181.25989325585377,0.0
4,2005,1699.4101777345836,633.6063826988193,378.0230204567076,1291.8599104099171,1112.6296296296296,310.17380777994794,256.66799628232474,104.74347992137521,0.0,90.74928272140622,0.0
5,2006,1966.0695223799878,1227.437205965557,384.4968931380615,1549.7523452617504,784.1975308641973,1228.608414422898,233.70046908315572,143.72602962878108,4.6474225996111755,74.31582172943905,0.0
6,2007,961.7485320660593,586.7485320660593,146.4990398072271,782.7635766253059,375.0,163.60973787391836,229.30551200043743,187.69452827271903,167.22988750546676,124.22906728260241,0.0
7,2008,893.6592161327688,211.65223242452697,83.52630488373784,808.3406246965735,784.4567901234567,475.10574914034083,204.52277950904826,223.951121263608,84.2030148176947,175.09287219379945,0.0
8,2009,1247.9412847300057,703.1198633304768,227.7546848429784,1010.6290630394399,598.2962962962963,247.12224617879014,261.25775080640756,229.9393771807974,83.65085958505168,204.53134658217607,0.0
9,2010,1293.1411935268677,722.7061590188604,346.4900759195734,943.2717825268942,606.0370370370372,586.0729397566862,240.9682357443552,185.3883617878481,0.0,107.17328761119404,0.0
10,2011,2047.6156113446284,754.0885290258564,297.95074602914235,1728.4160611457085,1325.5925925925924,686.8688089279901,227.64836039582318,99.10730539230212,5.543679752249467,0.0,0.0
11,2012,895.7858197440967,610.0697703613806,189.83342009393837,681.7630802249993,285.71604938271605,0.0,236.85294407085468,181.55910871423126,0.0,33.204012911278866,0.0
12,2013,1056.2496305916463,688.6200009620169,169.60048106948747,855.1183120636712,367.6296296296296,442.99956228535433,255.7238379530918,178.5315059547021,130.39262005651713,145.17486139882357,0.0
13,2014,874.9013500793902,653.6791278571679,172.7387603494015,650.9146477347749,221.22222222222223,0.0,254.64983653162764,177.20363146458698,0.0,178.5315059547021,0.0
14,2015,874.1961201233839,776.159083086347,237.02518611820497,624.1365160706603,98.03703703703702,249.207521226671,282.60560494232146,188.84914653569075,0.0,177.20363146458698,0.0
15,2016,1417.324665391887,743.5839246511457,140.2412613962483,1263.7882062989358,673.7407407407409,632.1059967525422,297.10043190640215,250.21302157516936,0.0,137.3745177427883,0.0
16,2017,2694.9500309528494,1382.2833642861826,307.81864337010774,2291.9389177218104,1312.6666666666667,1678.0534852581259,290.68002842928223,158.757750704431,0.0,0.0,0.0
17,2018,1167.1455940009214,824.4295446182055,170.10588712982397,995.9221698182389,342.71604938271605,0.0,332.43647695588004,305.9451091685157,256.13633490940583,158.757750704431,0.0
18,2019,1753.0870141642436,465.6919524358482,264.48773049509293,1458.6922424323134,1287.3950617283951,644.9983960375374,310.6160490314108,182.9116943412163,95.3429073111033,296.7066514278777,0.0
19,2020,962.0989019757225,366.45817980522395,222.6133802719217,729.3981116120776,615.1604938271606,332.8594674139006,301.4030432263561,321.3094765321877,174.5983233774702,172.69785561352597,0.0
20,2021,667.2652081272022,126.26827607897637,67.80755814000622,591.4006719841528,705.4691358024692,0.0,0.0,116.73588416821255,92.31038166010175,252.15511329495547,173.22094285834498
