wy,wy,P,adjP,spring_rain,winter_P,winter_rain,snow_frac,total_swe,snowfall_t,springET,winterET,maxDeficit,minDeficit,octDeficit,aprDeficit
2001,2001,893.4047088119466,893.4047088119466,127.77833616736626,747.2562578208061,747.2562578208061,0.0,0.0,0.0,329.0770730085929,164.02468564590964,386.3005828172446,0.0,0.0,0.0
2002,2002,1175.950056043822,1175.950056043822,100.54957338722132,1075.4004826566008,1075.4004826566008,0.0,0.0,0.0,330.688585088055,159.94761064300067,417.64657615813263,0.0,364.6369264867039,0.0
2003,2003,1660.101411316664,1660.101411316664,372.9013576743541,1261.9467518745587,1261.9467518745587,0.0,0.0,0.0,310.54590018447414,176.76097965243497,359.85982847432774,0.0,417.64657615813263,0.0
2004,2004,1198.9259111475046,1033.2834050049983,108.8033565931445,1078.4041238712416,912.7616177287355,0.13815908439577218,165.64250614250614,0.0,327.4378758316575,155.87785433736096,313.836198226859,20.711544111381272,359.85982847432774,0.0
2005,2005,1351.492749547483,1211.3023318570654,369.53980885668005,967.8098783851517,827.619460694734,0.10373005533130483,140.19041769041772,0.0,333.90610493427073,173.72282949150497,261.7839375534015,0.0,190.91817295172308,0.0
2006,2006,2008.0161561150367,1736.1648047636854,343.00238600463234,1649.2508607411219,1393.16240865267,0.13538304984423508,271.85135135135135,0.0,316.1914920255052,158.25639638142397,315.17957702259855,51.66051177796649,261.7839375534015,0.0
2007,2007,893.7973295253644,731.2027349307698,142.2489757939434,722.0565627145853,559.4619681199907,0.1819143884452392,162.59459459459458,0.0,320.87219867821153,178.98125719477298,315.98129639461945,175.79494256472486,315.17957702259855,0.0
2008,2008,860.1442048354609,526.4771286683847,28.722839251147786,827.631521436847,493.9644452697709,0.3879199258581346,333.6670761670761,0.0,295.9638652063839,169.7580442405814,313.2542289545922,115.71216466357158,241.94208991927871,0.0
2009,2009,1195.5280854967657,929.0133434820235,174.86787105368634,1009.6901215790014,743.1753795642594,0.22292637475262644,266.514742014742,0.0,330.24579282378534,172.51812645072675,256.85363920569785,82.10077629049049,264.68246213628635,0.0
2010,2010,1340.5595991105927,928.0473140983075,283.15794700306157,1022.7050097364063,629.0600465914431,0.30771648294187764,412.512285012285,0.0,290.4242420213495,152.30408845900308,193.38542968279944,0.0,171.19302240428578,0.0
2011,2011,1779.6162250819148,1130.944234909925,328.9543725142243,1448.9899145457764,800.3179243737862,0.364501054232708,648.6719901719902,0.0,309.7776222211149,144.49267188512738,167.98455185308612,66.3083487805442,39.76711735851126,0.0
2012,2012,1047.9234998268064,855.596718500025,217.24216943894723,830.5722186861308,638.2454373593495,0.18353131822940102,192.3267813267813,0.0,316.43091810562123,182.0635198572956,284.24558603273374,0.0,97.01966181945198,0.0
2013,2013,1177.230826443501,987.9347576474321,135.31044130715415,1011.7596397308595,822.4635709347907,0.16079775057194673,189.2960687960688,0.0,313.1855075257739,169.7014668195643,280.52150180787305,232.91470806398303,262.64584309312903,0.0
2014,2014,853.8256669769669,823.7372148885149,89.3818585578205,707.882967330209,677.7945152417569,0.035239573196461156,30.08845208845209,0.0,303.14195387589854,195.05664190390698,295.73954850133237,0.0,280.52150180787305,0.0
2015,2015,1000.0542014292498,970.208992584041,116.58696431148772,866.8522694254177,837.0070605802089,0.029843591279907534,29.84520884520885,0.0,331.77817664101815,201.75985197741971,358.19464213671637,122.53821465604676,240.9584703177366,23.82471584139133
2016,2016,1545.425323366601,1358.3602128014907,156.35031944457904,1386.8800148219084,1199.8149042567977,0.1210444191231462,187.06511056511061,0.0,344.80494102917766,163.4071376576759,293.5834322451461,0.0,358.19464213671637,0.0
2017,2017,2295.639052224062,1986.28032986534,268.1193293517787,2016.7634851049875,1707.404762746265,0.13475930462979763,309.35872235872233,0.0,349.7477101372199,176.06994066909306,346.31314224033815,69.01468083131186,13.455384809770749,0.0
2018,2018,1133.2454510919572,1068.413755760262,212.54074672925356,920.7047043627038,855.8730090310085,0.05720887321385291,64.83169533169533,0.0,373.4329738024415,185.28077822649914,424.747055428982,202.06077705132873,346.31314224033815,0.0
2019,2019,1825.5102403556275,1543.6257194711065,303.40465744094615,1470.4278171469982,1189.7705689897502,0.1544141000433977,281.88452088452084,0.0,344.43556752145264,161.35962462537313,361.63140350357736,104.828667328743,424.747055428982,0.0
2020,2020,788.6849364075704,638.826214048848,187.60623889388506,599.3843065662712,449.52558420754883,0.19001088450011874,149.85872235872236,0.0,352.01436572435307,171.68783943538693,389.74340803557754,280.061858063167,338.2345528212338,0.0
2021,2021,615.8953777826291,501.9285473157986,36.40724600539795,551.708082274128,437.74125180729743,0.18504251627466076,113.96683046683049,0.0,0.0,81.31007295873418,251.37554664436485,233.05363959717545,389.74340803557754,56.44946400903512
