,wy,P,adjP,spring_rain,winter_P,total_swe,snowfall_t,springET,maxDeficit,minDeficit,octDeficit,aprDeficit
0,2001,656.2902047291935,656.2902047291935,177.42628605497345,456.374033790731,0.0,282.38863730648194,200.3566162268362,152.11413465118275,0.0,0.0,0.0
1,2002,720.2894298397474,720.2894298397474,81.0795761064336,611.3235424929522,0.0,311.00565280358927,177.40489020509898,162.88050578665644,0.0,127.33544199285456,0.0
2,2003,866.2732770823877,866.2732770823877,227.14188297399232,590.8237706936219,0.0,347.7752955394017,213.1389863199241,162.7551314072168,104.09123871206467,162.88050578665644,0.0
3,2004,697.8589518095663,189.92375666153313,58.255944865105306,608.8475364597715,581.3592814371258,575.7627848360344,176.34833103074624,48.89846763075912,0.0,162.7551314072168,144.14379311005112
4,2005,1124.238185393712,318.49587146366866,197.2001800657303,904.8790607444104,983.2574850299401,745.9380243260774,231.7811231206827,26.26130765935652,0.0,9.744428185759837,161.99074919950584
5,2006,1139.2025075228203,374.06934314102875,168.05901348820728,906.1069407431991,799.6646706586827,833.6393497737271,211.56206420154416,71.0028002972235,33.57722274478984,26.26130765935652,0.0
6,2007,521.2988561448301,300.9455627316565,75.03170737470042,407.1279586355151,220.35329341317362,293.73219373504895,189.575149397264,151.51556349772395,127.78151731139637,63.05903043332436,0.0
7,2008,684.2025252936152,163.80731571277684,66.77766178772384,615.1098743610307,520.3952095808384,579.2613493385961,183.75903995665718,129.76163782204293,8.890327164214256,136.16719153416759,0.0
8,2009,867.6308710101582,385.5514589468447,149.79280898862174,689.0455610585286,520.550898203593,529.4181308738048,235.69401706623322,82.41122029749741,0.0,123.72650969465062,0.0
9,2010,892.1593991312262,320.93743015260475,136.2342328133888,702.9500408214053,607.6407185628743,537.4259280685961,233.82556900988772,89.23160089961755,0.0,0.0,6.910253909744853
10,2011,1348.3207799970767,501.108663837531,186.80979144284046,1113.9715123240817,928.7724550898205,808.5238514327838,208.19639279425715,14.586999251227219,0.0,0.0,10.207346174380334
11,2012,535.4222868912324,304.36878602332126,99.14422638189114,363.06564155079,238.21556886227543,23.71218350264157,212.30639469050527,100.4199745551528,67.31651863822171,0.0,0.0
12,2013,652.4253533310292,230.68330621037606,90.3219830452075,533.801947276212,446.748502994012,379.200617612004,228.34241690369774,117.99137772049109,88.09758922827905,100.4199745551528,0.0
13,2014,580.6156285699029,396.3461674920587,166.61840281180508,354.8327604552446,184.26946107784426,162.40692361154436,209.0394972233509,83.97196630883772,26.94071481143028,113.26872228653951,0.0
14,2015,539.2675768552734,404.47440687126675,214.69136971236628,303.84145273158776,174.4550898203593,104.43154434409674,271.40269917377765,94.10170408995694,0.0,83.97196630883772,0.0
15,2016,845.3468064761693,431.61626755401346,127.80896018699026,709.6732573975485,413.7305389221558,362.3557748873303,325.95011892184743,169.2948731678876,0.0,72.87915381217772,0.0
16,2017,1791.7942665797234,622.1318589596407,118.32316142140758,1530.71407438226,1185.5209580838318,1172.6156297971352,284.60605607476623,84.49971916102109,19.42651218695497,28.961432907591927,0.0
17,2018,775.986025481306,368.49651777427385,151.1304893417923,618.3788312427481,420.19161676646695,417.43464489720884,333.6083108102466,237.09157863292612,187.60366272190083,84.49971916102109,0.0
18,2019,1085.8814453980403,216.40190752379578,146.6873973683138,920.8499212468101,987.3532934131737,765.4878653899735,289.1254198459877,63.64833699052891,31.422142716787363,226.04356848925428,232.66439645861345
19,2020,520.157745514588,256.097865275067,155.22177598498172,345.4852407471945,264.0598802395209,290.25641013372984,271.6612620185028,172.6152562228702,142.60088257053326,58.547733009845444,0.0
20,2021,541.7937627071235,197.3626249825727,105.21796699111123,426.90294665447243,344.43113772455087,299.65270090331103,0.0,70.51088796681793,52.26744506153576,172.6152562228702,132.55052704225318
