,T
2000-10-31,11.891797020484262
2000-11-30,5.096691495965331
2000-12-31,7.229692737430241
2001-01-31,0.7490037243948677
2001-02-28,-0.365806769635185
2001-03-31,7.140167597765469
2001-04-30,7.496157666045974
2001-05-31,21.44193668528868
2001-06-30,24.732905027933043
2001-07-31,24.247942271880902
2001-08-31,26.689664804469373
2001-09-30,22.280195530726303
2001-10-31,15.76173184357549
2001-11-30,6.129562383612722
2001-12-31,0.18186219739300213
2002-01-31,2.1207731735098605
2002-02-28,5.263305400372531
2002-03-31,5.855384920192421
2002-04-30,10.220825574177582
2002-05-31,17.760148975791537
2002-06-30,23.53046554934832
2002-07-31,26.336787709497287
2002-08-31,25.22889199255127
2002-09-30,21.209348230912553
2002-10-31,15.223867163252692
2002-11-30,9.38202979515836
2002-12-31,0.4633519553073029
2003-01-31,6.493985102420936
2003-02-28,1.9558938547486378
2003-03-31,8.371163873370676
2003-04-30,4.799067805893344
2003-05-31,17.492408441961572
2003-06-30,23.327290502793403
2003-07-31,25.890689013035455
2003-08-31,23.74554003724404
2003-09-30,22.89377094972076
2003-10-31,20.245567970204945
2003-11-30,4.292756052141556
2003-12-31,-2.5804407200495802
2004-01-31,0.6038919925512687
2004-02-29,0.5443935949072056
2004-03-31,11.231871508379925
2004-04-30,14.43694599627571
2004-05-31,17.34261328367478
2004-06-30,23.195307262569884
2004-07-31,26.13761638733712
2004-08-31,25.180065176908784
2004-09-30,21.936899441340813
2004-10-31,10.167495344506563
2004-11-30,4.322451893234131
2004-12-31,5.724065797641288
2005-01-31,1.2718435754190978
2005-02-28,2.3633054003724965
2005-03-31,5.227085661080139
2005-04-30,6.907392923649979
2005-05-31,14.149729981378073
2005-06-30,20.253156424581107
2005-07-31,26.68903165735577
2005-08-31,24.390195530726317
2005-09-30,17.238798882681635
2005-10-31,14.384103041589185
2005-11-30,9.457271880819462
2005-12-31,3.732299813780287
2006-01-31,1.603500931098779
2006-02-28,3.625865921787806
2006-03-31,-0.9324953445064352
2006-04-30,8.541222842954767
2006-05-31,16.12443202979523
2006-06-30,23.93783054003734
2006-07-31,25.638398510242155
2006-08-31,24.837588454376203
2006-09-30,19.118770949720727
2006-10-31,13.548783364370024
2006-11-30,7.886024208566198
2006-12-31,2.2181843575419293
2007-01-31,4.010726256983276
2007-02-28,2.8741713221602367
2007-03-31,10.531648044692815
2007-04-30,10.919484792054732
2007-05-31,18.56845437616397
2007-06-30,23.786368715083825
2007-07-31,26.20336126629428
2007-08-31,25.250176908752394
2007-09-30,18.160754189944214
2007-10-31,15.518702669149661
2007-11-30,11.377988826815681
2007-12-31,3.493463687150893
2008-01-31,2.9549720670391366
2008-02-29,2.858891992551264
2008-03-31,5.006824953445118
2008-04-30,10.586806331471166
2008-05-31,17.699993792675457
2008-06-30,23.68771880819378
2008-07-31,25.97209497206711
2008-08-31,25.63612662942279
2008-09-30,21.703770949720763
2008-10-31,15.324767225325957
2008-11-30,12.151899441340845
2008-12-31,3.447149753832889
2009-01-31,5.645679702048483
2009-02-28,1.403472998137886
2009-03-31,5.490921787709567
2009-04-30,9.918421072702017
2009-05-31,19.591694599627658
2009-06-30,21.614818977090692
2009-07-31,26.203035381750567
2009-08-31,24.676070763501002
2009-09-30,21.449236499068945
2009-10-31,14.750720049658696
2009-11-30,9.374767225325968
2009-12-31,-0.19544692737423475
2010-01-31,1.7319987585350987
2010-02-28,1.786247672253353
2010-03-31,3.7182774674116104
2010-04-30,7.95729981378031
2010-05-31,12.456308193668576
2010-06-30,20.65798882681571
2010-07-31,25.65213221601499
2010-08-31,24.292467411545715
2010-09-30,21.3866573556798
2010-10-31,12.522352576039793
2010-11-30,8.420651769087613
2010-12-31,1.0359590316574554
2011-01-31,2.538724394785902
2011-02-28,0.9121042830540773
2011-03-31,5.781582867784039
2011-04-30,4.512011173184419
2011-05-31,11.785195530726355
2011-06-30,19.1125698324023
2011-07-31,23.540782122905114
2011-08-31,23.83243947858483
2011-09-30,20.703659217877146
2011-10-31,15.48304779639983
2011-11-30,7.972616387337098
2011-12-31,5.100409683426506
2012-01-31,6.611527001862271
2012-02-29,5.647216014897651
2012-03-31,3.4746648044693416
2012-04-30,12.901405959031706
2012-05-31,19.359894475481155
2012-06-30,22.903463687150918
2012-07-31,25.64745810055871
2012-08-31,26.142206703910688
2012-09-30,23.164087523277487
2012-10-31,15.52238361266302
2012-11-30,9.99761018001243
2012-12-31,2.2025139664805238
2013-01-31,2.504310986964697
2013-02-28,4.1824767225326696
2013-03-31,8.787383612663064
2013-04-30,13.858566108007551
2013-05-31,19.329487895717023
2013-06-30,24.51325884543769
2013-07-31,26.86296089385479
2013-08-31,24.562011173184487
2013-09-30,19.668826815642547
2013-10-31,14.367479826194995
2013-11-30,9.152979515828747
2013-12-31,6.041610800744934
2014-01-31,8.443342644320353
2014-02-28,4.792768466790847
2014-03-31,9.232299813780344
2014-04-30,13.58183116076981
2014-05-31,18.47942271880828
2014-06-30,24.951527001862246
2014-07-31,26.425167597765437
2014-08-31,24.353575418994467
2014-09-30,22.649013035381813
2014-10-31,16.951539416511537
2014-11-30,10.745288640596016
2014-12-31,1.5755865921788654
2015-01-31,7.128687150838061
2015-02-28,9.641545623836237
2015-03-31,12.32337988826822
2015-04-30,15.283507138423374
2015-05-31,15.828026070763599
2015-06-30,24.277821229050403
2015-07-31,24.582364990689086
2015-08-31,24.11486964618257
2015-09-30,22.38712290502798
2015-10-31,17.560031036623343
2015-11-30,6.536543208699641
2015-12-31,-1.5550372439477655
2016-01-31,-0.7319832402233715
2016-02-29,9.165108628181372
2016-03-31,6.559888268156442
2016-04-30,9.221685288640629
2016-05-31,18.095884543761713
2016-06-30,24.560409683426485
2016-07-31,26.90219739292371
2016-08-31,25.433919925512214
2016-09-30,21.30917132216024
2016-10-31,13.97472067039115
2016-11-30,10.352545003103785
2016-12-31,4.711527001862237
2017-01-31,-1.0844692737429682
2017-02-28,2.0600186219739953
2017-03-31,8.854227188082007
2017-04-30,8.5371756672875
2017-05-31,19.10842644320303
2017-06-30,25.34676908752334
2017-07-31,27.9586126629423
2017-08-31,26.47433891992557
2017-09-30,17.85175977653637
2017-10-31,18.28111111111116
2017-11-30,10.369255121042897
2017-12-31,9.228389199255219
2018-01-31,5.154739292365093
2018-02-28,5.719478584730041
2018-03-31,4.668603351955369
2018-04-30,12.245468653010619
2018-05-31,17.336135940409747
2018-06-30,25.664469273743123
2018-07-31,27.758463687150936
2018-08-31,25.788873370577335
2018-09-30,21.346359404096916
2018-10-31,14.822662942271904
2018-11-30,10.143361266294278
2018-12-31,2.8713407821229566
2019-01-31,3.7931471135941024
2019-02-28,-3.08561452513959
2019-03-31,3.8489013035382413
2019-04-30,11.88859714463075
2019-05-31,12.196983240223517
2019-06-30,22.939478584730068
2019-07-31,25.527905027933002
2019-08-31,25.430316573556865
2019-09-30,20.04715083798891
2019-10-31,16.187591558038605
2019-11-30,12.550986964618346
2019-12-31,-0.05191806331464477
2020-01-31,3.6510986964618724
2020-02-29,7.8360148975792185
2020-03-31,3.78637492240847
2020-04-30,11.59802607076358
2020-05-31,20.56467411545634
2020-06-30,24.836368715083893
2020-07-31,27.51972067039111
2020-08-31,26.772141527001963
2020-09-30,24.238454376163986
2020-10-31,19.568007448789615
2020-11-30,8.591191806331551
2020-12-31,4.998156424581055
2021-01-31,4.32463687150846
2021-02-28,4.038128491620171
2021-03-31,4.866891207371054
2021-04-30,14.388460583488552
2021-05-31,21.11907821229056
2021-06-30,28.664534450651843
2021-07-31,29.82982309124776
2021-08-31,27.629329608938576
2021-09-30,22.778147113594116
