,T
2000-10-31,11.80049854288103
2000-11-30,5.148924507355048
2000-12-31,7.2353340965862
2001-01-31,0.9192641548710299
2001-02-28,-0.3416247918401041
2001-03-31,6.956884887593731
2001-04-30,7.037510407993409
2001-05-31,20.990774354704456
2001-06-30,25.158298640022338
2001-07-31,24.399057035803537
2001-08-31,26.89422668609501
2001-09-30,22.552113863447232
2001-10-31,15.874016097696483
2001-11-30,6.116223980016741
2001-12-31,0.16629059117406086
2002-01-31,2.321839947600722
2002-02-28,5.2818380516237085
2002-03-31,5.707396876142866
2002-04-30,10.022280044407523
2002-05-31,17.445005203996743
2002-06-30,24.092866361365623
2002-07-31,26.702286636136648
2002-08-31,25.523032889259014
2002-09-30,21.652695670274852
2002-10-31,15.414655842353682
2002-11-30,9.686962947543748
2002-12-31,0.22639050791013915
2003-01-31,6.548651124063383
2003-02-28,1.8637354288094343
2003-03-31,7.77247293921738
2003-04-30,4.60955968724943
2003-05-31,16.993312517346794
2003-06-30,23.755920066611225
2003-07-31,26.13095129059127
2003-08-31,24.118401332223243
2003-09-30,23.090488134887664
2003-10-31,20.71804884818215
2003-11-30,4.095133222314814
2003-12-31,-2.6187297493220854
2004-01-31,0.7949448376353416
2004-02-29,0.7607001565704081
2004-03-31,10.715209200666152
2004-04-30,13.673496044962576
2004-05-31,17.5782708853734
2004-06-30,23.54752497918406
2004-07-31,26.288550166527955
2004-08-31,25.375910699417204
2004-09-30,22.10423709408832
2004-10-31,10.345709825145775
2004-11-30,4.197429919511649
2004-12-31,5.704117402164911
2005-01-31,1.326912989175753
2005-02-28,2.5173501248959838
2005-03-31,5.12210137385523
2005-04-30,6.313971690258143
2005-05-31,13.649529558701147
2005-06-30,19.75299333888438
2005-07-31,26.979657577019225
2005-08-31,24.628321190674512
2005-09-30,17.466464404662872
2005-10-31,14.746662503469395
2005-11-30,9.678914446294812
2005-12-31,3.7027622814322285
2006-01-31,2.2296846378018813
2006-02-28,3.663025603663698
2006-03-31,-0.6004777268941552
2006-04-30,8.935431584790535
2006-05-31,14.885997085761971
2006-06-30,24.218882181515482
2006-07-31,25.995693172356482
2006-08-31,25.10410074937562
2006-09-30,19.240496461282362
2006-10-31,13.747146822092816
2006-11-30,8.147109700249871
2006-12-31,2.4153018318069144
2007-01-31,3.8065330974188782
2007-02-28,2.78115736885934
2007-03-31,10.654951082431353
2007-04-30,10.65212045517626
2007-05-31,18.66508118234816
2007-06-30,24.193529350541326
2007-07-31,26.50788301415497
2007-08-31,25.65163613655301
2007-09-30,18.617215861781972
2007-10-31,15.888133499861283
2007-11-30,11.706104288093286
2007-12-31,4.027681099084134
2008-01-31,2.7810751457119522
2008-02-29,3.28595753538724
2008-03-31,5.433039134055036
2008-04-30,10.377357410491356
2008-05-31,17.320534276991395
2008-06-30,23.921488343047542
