,T
2000-10-31,11.683826899543874
2000-11-30,-0.03741740119528458
2000-12-31,1.2378957614861292
2001-01-31,-2.561730726443443
2001-02-28,-1.4005139104257296
2001-03-31,7.410221659806382
2001-04-30,8.188160344124242
2001-05-31,23.10134914895974
2001-06-30,24.994231838914175
2001-07-31,27.78179441539652
2001-08-31,29.222373734564428
2001-09-30,22.53087801757698
2001-10-31,15.707766158638265
2001-11-30,4.105559173029121
2001-12-31,-3.8152544663923322
2002-01-31,-4.49777033040391
2002-02-28,1.467209923239409
2002-03-31,3.4643246131082037
2002-04-30,11.569980717172768
2002-05-31,17.267670764267393
2002-06-30,26.411432306151823
2002-07-31,29.46559934364211
2002-08-31,27.226932639893107
2002-09-30,21.936395316497908
2002-10-31,14.450721251900404
2002-11-30,5.577234953832431
2002-12-31,-3.540846524087499
2003-01-31,2.0121181443986416
2003-02-28,-0.151557737234441
2003-03-31,5.502344254088257
2003-04-30,4.849371913707046
2003-05-31,14.907515556226485
2003-06-30,26.25051646456774
2003-07-31,30.410499777505777
2003-08-31,26.157452441873374
2003-09-30,23.02838997663804
2003-10-31,17.856593243593977
2003-11-30,0.5643547669372992
2003-12-31,-6.446885081766652
2004-01-31,-3.716812214929462
2004-02-29,-4.301433152371658
2004-03-31,7.711251807764938
2004-04-30,13.103047491198254
2004-05-31,15.094550005562382
2004-06-30,24.41699160084545
2004-07-31,27.672072254978218
2004-08-31,26.629686839470423
2004-09-30,22.017697741684174
2004-10-31,9.899871124217952
2004-11-30,0.5394080140839606
2004-12-31,0.12782289464894347
2005-01-31,-1.6649846108206816
2005-02-28,1.6026603548370417
2005-03-31,3.7286521551586134
2005-04-30,7.014155589869517
2005-05-31,15.47406608076534
2005-06-30,21.063679775280832
2005-07-31,28.68617504727996
2005-08-31,26.135265880520535
2005-09-30,17.804483535432098
2005-10-31,13.88093150888119
2005-11-30,3.3194377704872977
2005-12-31,0.48250831251260706
2006-01-31,-2.939730057674012
2006-02-28,0.7430612162589796
2006-03-31,-3.232984469531857
2006-04-30,6.583648162568977
2006-05-31,16.63985009455996
2006-06-30,25.276147513627677
2006-07-31,28.497648792969017
2006-08-31,25.654534709088807
2006-09-30,19.556631994659995
2006-10-31,13.875348017947772
2006-11-30,3.3149190677494857
2006-12-31,-2.630534820336095
2007-01-31,-1.3211286016242525
2007-02-28,0.5254289058008794
2007-03-31,6.892877127600343
2007-04-30,10.302404420217215
2007-05-31,19.37662726665917
2007-06-30,23.88106185337631
2007-07-31,29.14890282567569
2007-08-31,26.873526532428457
2007-09-30,18.481550506174187
2007-10-31,11.431502206400296
2007-11-30,6.206078540438227
2007-12-31,-3.988635554566713
2008-01-31,-4.178097506024187
2008-02-29,-0.6493898097675697
2008-03-31,2.856731838914129
2008-04-30,9.309289131160199
2008-05-31,20.02154061967849
2008-06-30,24.094366447880702
