,T
2000-10-31,12.145520995062327
2000-11-30,2.087615616960761
2000-12-31,1.7105997922090523
2001-01-31,-1.6461422959736183
2001-02-28,-1.9609860308010525
2001-03-31,7.280373507945001
2001-04-30,9.40014485710509
2001-05-31,23.66445358556217
2001-06-30,25.470374782578517
2001-07-31,28.679097743483396
2001-08-31,29.624205899863682
2001-09-30,22.94195705847369
2001-10-31,16.459700959963413
2001-11-30,4.426493324001569
2001-12-31,-2.9359625417355346
2002-01-31,-4.636417618575706
2002-02-28,2.1701955920293585
2002-03-31,4.306534025865801
2002-04-30,13.528358186224295
2002-05-31,18.73517306188205
2002-06-30,27.367580781667755
2002-07-31,30.741193922697278
2002-08-31,28.143267542579736
2002-09-30,23.183373305861494
2002-10-31,15.459683138189064
2002-11-30,6.818979927156647
2002-12-31,-3.0004697957985513
2003-01-31,2.881046244628635
2003-02-28,1.0292184782229583
2003-03-31,6.557520838711753
2003-04-30,4.930462216445505
2003-05-31,16.026164037680076
2003-06-30,26.832359303316593
2003-07-31,31.278894096634644
2003-08-31,26.87462215308841
2003-09-30,23.71921652288637
2003-10-31,17.95275291938583
2003-11-30,1.664692846775722
2003-12-31,-5.049008216628351
2004-01-31,-2.2292147718384285
2004-02-29,-1.5468209351229802
2004-03-31,8.268399571577106
2004-04-30,13.730440082103769
2004-05-31,15.777032485919563
2004-06-30,26.12465857488081
2004-07-31,28.80717106568784
2004-08-31,27.081481444731196
2004-09-30,23.22613689691019
2004-10-31,11.012672692997796
2004-11-30,3.268321134367852
2004-12-31,0.503251082731424
2005-01-31,-1.687890300069057
2005-02-28,2.801084447989581
2005-03-31,4.411235305343666
2005-04-30,7.711182230008546
2005-05-31,16.031484489687728
2005-06-30,23.03476238282593
2005-07-31,30.020573438941085
2005-08-31,27.32495362642004
2005-09-30,19.244729229656002
2005-10-31,13.879481145107604
2005-11-30,5.169336227301869
2005-12-31,-2.99620527208549
2006-01-31,-3.074025011006654
2006-02-28,1.6782334252069404
2006-03-31,-3.0393915714170134
2006-04-30,6.908340732693546
2006-05-31,18.591538126073658
2006-06-30,27.398366535143737
2006-07-31,29.539342598321582
2006-08-31,26.790397983960702
2006-09-30,21.047720777932398
2006-10-31,13.291060045371694
2006-11-30,4.784719686446124
2006-12-31,-2.0862336131117445
2007-01-31,-0.48860283903184154
2007-02-28,1.5965412138264128
2007-03-31,9.729913323138362
2007-04-30,11.362396094774681
2007-05-31,20.616653251695766
2007-06-30,26.29160585667114
2007-07-31,30.80475552455556
2007-08-31,28.130265984147456
2007-09-30,18.627703705217186
2007-10-31,11.314268587371828
2007-11-30,6.808434826004202
2007-12-31,-2.995543145815418
2008-01-31,-3.597768251915113
2008-02-29,0.7359213137528968
2008-03-31,3.42579796788516
2008-04-30,10.258895205631688
2008-05-31,20.718284089980557
2008-06-30,25.878690566522437
2008-07-31,28.830455826903233
2008-08-31,28.703863803509307
2008-09-30,24.20646060726341
2008-10-31,13.805155113643139
2008-11-30,8.349585312990143
2008-12-31,0.16754419561954137
2009-01-31,2.165291345155083
2009-02-28,-0.4231912832211151
2009-03-31,4.751721133978663
2009-04-30,12.48162620102272
2009-05-31,20.961323441859577
2009-06-30,21.74735367663027
2009-07-31,29.753910323010075
2009-08-31,27.326096681181014
2009-09-30,22.797516722505748
2009-10-31,12.872616999171555
2009-11-30,5.6153229515661565
2009-12-31,-1.4559150960773195
2010-01-31,-3.1169956324071677
2010-02-28,0.40820912829116196
2010-03-31,1.8551883645022258
2010-04-30,6.31136577830199
2010-05-31,11.803818922374603
2010-06-30,22.71545985830079
2010-07-31,29.4560071150907
2010-08-31,26.799405052356576
2010-09-30,23.24974887057442
2010-10-31,13.341226345360383
2010-11-30,3.569548433979776
2010-12-31,-3.0179929767311364
2011-01-31,0.6059166442923924
2011-02-28,-0.683925069262159
2011-03-31,-0.21477101846147661
2011-04-30,2.7069684419789724
2011-05-31,10.238264447457425
2011-06-30,22.492264663278206
2011-07-31,26.558275976793027
2011-08-31,26.460222499795805
2011-09-30,22.256716055940387
2011-10-31,13.549375342913606
2011-11-30,3.4448439336915726
2011-12-31,1.825977597072722
2012-01-31,1.882667938445536
2012-02-29,2.247581686375895
2012-03-31,0.5587970109686466
2012-04-30,11.455579869381552
2012-05-31,21.559601733926456
2012-06-30,25.65016614524393
2012-07-31,28.71725946441296
2012-08-31,27.234153193327415
2012-09-30,25.207919609399823
2012-10-31,13.97812407340399
2012-11-30,5.010761917279808
2012-12-31,-2.063197442302851
2013-01-31,-1.4450808108517208
2013-02-28,1.762590996112749
2013-03-31,6.664370181063248
2013-04-30,14.624710902023367
2013-05-31,20.206797742315985
2013-06-30,27.372823389328005
2013-07-31,29.447344827989014
2013-08-31,26.473611039772322
2013-09-30,19.281779531419772
2013-10-31,14.322553572332026
2013-11-30,7.193346222990272
2013-12-31,1.9995510897355757
2014-01-31,4.879761361381497
2014-02-28,3.138120464300357
2014-03-31,8.953984421512416
2014-04-30,14.91787893645278
2014-05-31,20.16364317149771
2014-06-30,27.749647076334043
2014-07-31,30.536834601870225
2014-08-31,26.371300678239322
2014-09-30,23.252917157932984
2014-10-31,14.757361599134754
2014-11-30,7.897727169256427
2014-12-31,-2.086864763112658
2015-01-31,4.1113551066391665
2015-02-28,5.00709827829121
2015-03-31,11.843099675472672
2015-04-30,15.742222313017464
2015-05-31,17.790536139555513
2015-06-30,29.088732620851772
2015-07-31,27.440004202514615
2015-08-31,26.367041488157213
2015-09-30,23.02557688266836
2015-10-31,17.224268781932494
2015-11-30,2.9338494741020895
2015-12-31,-3.88203918255806
2016-01-31,-2.1531428544207074
2016-02-29,6.245087065983512
