This data was generated by SERVIR's ClimateSERV system (http://ClimateSERV.servirglobal.net/),
Date,Average
9/30/2001, -0.5205143415010892
10/8/2001, -0.8564705481896033
10/16/2001, -1.0474297450138972
10/24/2001, -0.7888063284067007
11/1/2001, -0.14254342592679536
11/9/2001, -0.11450247581188495
11/17/2001, 0.13466730484595665
11/25/2001, 0.648089702312763
12/3/2001, 0.34005025716928333
12/11/2001, 1.674367171067458
12/19/2001, 1.876089096069336
12/27/2001, 1.6083675731312146
1/1/2002, 1.110612678527832
1/9/2002, -0.11023578277001014
1/17/2002, 0.23456876094524676
1/25/2002, 0.1589784438793476
2/2/2002, 0.01587993250443385
2/10/2002, 0.62318178323599
2/18/2002, 0.4445525316091684
2/26/2002, 0.4911052630497859
3/6/2002, 0.21346468191880447
3/14/2002, 0.2928635523869441
3/22/2002, 0.9077640680166391
3/30/2002, -1.6459029271052434
4/7/2002, -1.2740006080040565
4/15/2002, -1.184390508211576
4/23/2002, -0.2974206300882193
5/1/2002, -0.07689768534440261
5/9/2002, -0.0215456852546105
5/17/2002, -0.18927686031048113
5/25/2002, -0.5243519636300894
6/2/2002, -0.671048457805927
6/10/2002, -0.8063900287334735
6/18/2002, -1.0024010584904597
6/26/2002, -1.1997057841374323
7/4/2002, -1.309102278489333
7/12/2002, -1.0891603323129506
7/20/2002, -0.9036673032320462
7/28/2002, -1.0156720234797552
8/5/2002, -0.7349962821373572
8/13/2002, -1.25221193753756
8/21/2002, -1.0336180466871996
8/29/2002, -1.1243342619675856
9/6/2002, -0.3309781001164363
9/14/2002, 0.016865153725330647
9/22/2002, -0.006478923444564526
9/30/2002, 0.16310222332294172
10/8/2002, -0.17460069289574257
10/16/2002, -0.45218790494478667
10/24/2002, 0.0968099465736976
11/1/2002, -0.056562923468076266
11/9/2002, 0.1906748001392071
11/17/2002, 0.29122838607201207
11/25/2002, 0.08049187293419471
12/3/2002, -0.04279757463015043
12/11/2002, -0.36108977978046125
12/19/2002, -0.4289401861337515
12/27/2002, -0.7588193599994366
1/1/2003, 0.0008817693361869225
1/9/2003, 0.743190912099985
1/17/2003, 0.5871097491337702
1/25/2003, 0.6078256460336539
2/2/2003, 0.6333759748018705
2/10/2003, 0.6443549669705905
2/18/2003, 0.9106604502751277
2/26/2003, 1.2150135040283203
3/6/2003, 0.9018140205970178
3/14/2003, 0.6841733639056866
3/22/2003, 0.786599379319411
3/30/2003, 0.6253326856173002
4/7/2003, 0.7623279278094952
4/15/2003, 0.47581008764413685
4/23/2003, 0.5201484240018405
5/1/2003, 1.2250011884249175
5/9/2003, 2.0124485309307394
5/17/2003, 1.3359103569617639
5/25/2003, 0.49250903496375453
6/2/2003, -0.2375195209796612
6/10/2003, -1.0122027030357947
6/18/2003, -1.053415371821477
6/26/2003, -0.16777458557715783
7/4/2003, -0.41715577932504505
7/12/2003, -0.6774817246657151
7/20/2003, -1.1638068419236403
7/28/2003, -0.6859235763549805
8/5/2003, 0.17859561626727766
8/13/2003, 0.5858412155738244
8/21/2003, 0.11612065021808331
8/29/2003, 0.28332748779883754
9/6/2003, 0.9645189138559195
9/14/2003, 0.6304919169499323
9/22/2003, -0.11693054896134597
9/30/2003, -0.9796135975764348
10/8/2003, -1.9132590660682092
10/16/2003, -2.1630706787109375
10/24/2003, -1.7705440521240234
11/1/2003, -2.2856278052696815
11/9/2003, -1.2654348520132213
11/17/2003, 0.11469608086806077
11/25/2003, 0.8279924392700195
12/3/2003, 0.3220219245323768
12/11/2003, 0.8198214310866135
12/19/2003, 0.9309678444495568
12/27/2003, 1.3189874795766978
1/1/2004, 1.3052933032696064
1/9/2004, 0.8938048436091497
1/17/2004, 1.1372699737548828
1/25/2004, 1.1181689775907075
2/2/2004, 1.0058092704186072
2/10/2004, 1.3940386772155762
2/18/2004, 1.243299961090088
2/26/2004, 1.245064616203308
3/5/2004, 1.5309269244854267
3/13/2004, 0.8614691954392654
3/21/2004, 0.21155837865976188
3/29/2004, 0.11024788709787223
4/6/2004, -0.41621996806218076
4/14/2004, -1.0127966954157903
4/22/2004, -0.6312277133648212
4/30/2004, -1.0760113642765925
5/8/2004, -0.8204236397376428
5/16/2004, -1.0448372180645282
5/24/2004, -0.7476962896493765
6/1/2004, -0.3460635772118202
6/9/2004, -0.42800265092116135
6/17/2004, -0.5867965038006122
6/25/2004, -0.17745362795316255
7/3/2004, 0.7062110167283279
7/11/2004, 0.4715097133929913
7/19/2004, 0.9440505688007061
7/27/2004, 0.5683709658109225
8/4/2004, -0.5619611740112305
8/12/2004, -0.22937437204214242
8/20/2004, -0.0858758963071383
8/28/2004, 0.42308154472937953
9/5/2004, 0.34951316393338716
9/13/2004, -1.8126238309420073
9/21/2004, -1.8235843365009015
9/29/2004, -1.6490315657395582
10/7/2004, -0.042466310354379505
10/15/2004, -0.21456656089195839
10/23/2004, 0.0029558768639197717
10/31/2004, 1.4276454632098858
11/8/2004, 2.623271942138672
11/16/2004, 3.424403263972356
11/24/2004, 3.125059567964994
12/2/2004, 2.5885702279897838
12/10/2004, 0.5159364847036508
12/18/2004, -0.8643583884605994
12/26/2004, -0.9555010428795447
1/1/2005, -1.0112026654756987
1/9/2005, -0.3576169013977051
1/17/2005, -0.1793695596548227
1/25/2005, 0.10772246580857497
2/2/2005, -0.17655313931978667
2/10/2005, -0.9147010216346154
2/18/2005, 1.2804248332977295
3/6/2005, 0.08177603208101712
3/14/2005, 0.2754669006054218
3/22/2005, 0.493377135350154
3/30/2005, 0.8756009615384616
4/7/2005, 2.0065932273864746
4/15/2005, 1.87455415725708
4/23/2005, 2.0211679140726724
5/1/2005, 2.3912803332010903
5/9/2005, 2.171825262216421
5/17/2005, 1.755395302405724
5/25/2005, 1.3188654092641978
6/2/2005, 0.7464593740609976
6/10/2005, 0.517916385944073
6/18/2005, 0.714012439434345
6/26/2005, 0.7512667729304388
7/4/2005, -0.04863641353753897
7/12/2005, -0.22963973192068246
7/20/2005, 0.1595173432276799
7/28/2005, 0.18213314276475173
8/5/2005, 0.49210915198692906
8/13/2005, 0.8543770863459661
8/21/2005, 0.8600002435537485
8/29/2005, 0.5171301915095403
9/6/2005, 0.04624950885772705
9/14/2005, 0.08063035744887131
9/22/2005, 0.3499893408555251
9/30/2005, 0.4403244165273813
10/8/2005, -0.5143507810739371
10/16/2005, -0.5188810275151179
10/24/2005, -0.2229001522064209
11/1/2005, -0.3225723046522874
11/9/2005, -0.14621813480670637
11/17/2005, -0.5750258885897123
11/25/2005, -0.8244725007277268
12/3/2005, -0.06020994828297542
12/11/2005, 1.0912764622614934
12/19/2005, 1.3566689124474158
12/27/2005, 1.2647580366868238
1/1/2006, 1.24295528118427
1/9/2006, 1.1329978796151967
1/17/2006, 1.210015370295598
1/25/2006, 1.300819103534405
2/2/2006, 1.1217102637657752
2/10/2006, 0.4774643824650691
2/18/2006, 0.36080103654127854
2/26/2006, -0.0016296964425307054
3/6/2006, 0.707640907981179
3/14/2006, 1.3583102226257324
3/22/2006, 0
3/30/2006, 0
4/7/2006, 2.009707768758138
4/15/2006, 2.2527785301208496
4/23/2006, 1.3613821665445964
5/1/2006, 0.7931466897328695
5/9/2006, 0.4426365632277269
5/17/2006, 0.08412791215456449
5/25/2006, 0.2183533815237192
6/2/2006, 0.16952197368328387
6/10/2006, 0.2288333819462703
6/18/2006, 0.2009901450230525
6/26/2006, 0.08657980882204495
7/4/2006, 0.23769349318284255
7/12/2006, 0.1631469909961407
7/20/2006, 0.4594908861013559
7/28/2006, 1.0732942727895884
8/5/2006, 1.3620457282433143
8/13/2006, 0.4360502683199369
8/21/2006, -0.47609585982102615
8/29/2006, -1.0843018751878004
9/6/2006, -0.6934119004469651
9/14/2006, -0.3618196707505446
9/22/2006, 0.09850502014160156
9/30/2006, 0.06095288350031926
10/8/2006, 1.3686325366680439
10/16/2006, 1.1702874257014348
10/24/2006, 0.6436736767108624
11/1/2006, 0.6260148561917819
11/9/2006, -0.016390805061046895
11/17/2006, -0.2585553022531363
11/25/2006, -0.26906615037184495
12/3/2006, -0.6552899434016302
12/11/2006, -1.2062411675086389
12/19/2006, -1.0467303349421575
12/27/2006, -0.670575215266301
1/1/2007, 0.5649694296029898
1/9/2007, 0.5637953464801495
1/17/2007, 0.40067316935612607
1/25/2007, 0.3326263060936561
2/2/2007, 0.21877587758577788
2/10/2007, 0.2144757600931021
2/18/2007, 0.04200616249671349
2/26/2007, 0.1781580264751728
3/6/2007, -0.2646046418410081
3/14/2007, -1.087404911334698
3/22/2007, -0.8377883617694561
3/30/2007, -0.4174235417292668
4/7/2007, -0.4922625101529635
4/15/2007, 0.05338321740810688
4/23/2007, -0.27600059142479527
5/1/2007, 0.3859267968397874
5/9/2007, -0.28315571638254017
5/17/2007, -0.3558666522686298
5/25/2007, -0.40311710651104266
6/2/2007, -0.947335463303786
6/10/2007, -0.6437986814058744
6/18/2007, -0.6425662407508264
6/26/2007, -0.9245078747089093
7/4/2007, -1.9357600578894982
7/12/2007, -1.881319339458759
7/20/2007, -1.5699995481050932
7/28/2007, -0.6965875625610352
8/5/2007, 0.20761922689584586
8/13/2007, 0.1805302363175612
8/21/2007, -0.4549402823814979
8/29/2007, -0.49050118372990537
9/6/2007, -0.3099858577434833
9/14/2007, -0.15746540289658767
9/22/2007, 0.8235372396615835
9/30/2007, 1.134981082035945
10/8/2007, 0.9510958011333759
10/16/2007, 0.5227938431959885
10/24/2007, -0.2245748776655931
11/1/2007, -0.08461836668161246
11/9/2007, -0.4468071644122784
11/17/2007, -0.636874272273137
11/25/2007, -0.4472744648273175
12/3/2007, -0.25521450776320237
12/11/2007, 0.15572096751286432
12/19/2007, 0.7436438340407151
12/27/2007, 1.1002550919850667
1/1/2008, 1.7061233520507812
1/9/2008, 1.4513951815091646
1/17/2008, 1.1696160389826848
1/25/2008, 1.0824589362511268
2/2/2008, 0.8894533010629507
2/10/2008, -0.13797208896050087
2/18/2008, 0.17531589361337516
2/26/2008, 0.23642550981961763
3/5/2008, 0.9096509493314303
3/13/2008, 1.1330925134512095
3/21/2008, 0.8503530942476712
3/29/2008, 1.0044542459341197
4/6/2008, 0.7466999200674204
4/14/2008, -0.10657205031468318
4/22/2008, -0.6266171382023737
4/30/2008, -0.6756408397967999
5/8/2008, -0.43114376068115234
5/16/2008, -0.703129401573768
5/24/2008, -0.43600016373854417
6/1/2008, 0.012141025983370267
6/9/2008, -0.011818071970572839
6/17/2008, 0.18286550962007964
6/25/2008, -0.44780731201171875
7/3/2008, -0.5257163414588342
7/11/2008, 0.05412966929949247
7/19/2008, 0.09783662282503568
7/27/2008, -0.14853890125568098
8/4/2008, -0.29231794063861555
8/12/2008, -0.7728060942429763
8/20/2008, -0.39992196743304914
8/28/2008, -0.3337056086613582
9/5/2008, -0.5438380608191857
9/13/2008, -1.1043291825514574
9/21/2008, -0.40988808411818284
9/29/2008, -0.07908000395848201
10/7/2008, 0.31024646759033203
10/15/2008, -0.34161795102632964
10/23/2008, -0.8316234441903921
10/31/2008, -0.7625665664672852
11/8/2008, -0.36789541978102464
11/16/2008, -0.47635437892033505
11/24/2008, -0.5954831930307242
12/2/2008, -1.0656991371741662
12/10/2008, -1.7953011439396784
12/18/2008, -1.4956682645357573
12/26/2008, -1.4474664834829478
1/1/2009, -1.1004637204683745
1/9/2009, -1.2619175544151893
1/17/2009, -1.1410308984609752
1/25/2009, -1.1906394224900465
2/2/2009, -1.6578099177433894
2/10/2009, -1.5257371755746694
2/18/2009, -1.129141514117901
2/26/2009, -0.7614168020395132
3/6/2009, 0.26688551902770996
3/14/2009, -0.06070732611876268
3/22/2009, -0.2508102196913499
3/30/2009, -0.4442749390235314
4/7/2009, -0.7320169302133414
4/15/2009, -0.6104398874136118
4/23/2009, -0.7139423810518705
5/1/2009, -0.8097220200758714
5/9/2009, -0.9842086938711313
5/17/2009, -0.960514288682204
5/25/2009, -0.9247642663808969
6/2/2009, -0.35057794130765474
6/10/2009, 0.8712554344764123
6/18/2009, 2.5366592407226562
6/26/2009, 2.7062659630408654
7/4/2009, 1.471641833965595
7/12/2009, 0.2912796644064096
7/20/2009, 0.028150718945723314
7/28/2009, 0.35810085443349987
8/5/2009, 0.6697527078481821
8/13/2009, 1.1137414345374475
8/21/2009, 0.10768455725449783
8/29/2009, 0.40981157009418195
9/6/2009, 0.21231451401343712
9/14/2009, 0.8757215646597055
9/22/2009, 0.49043930493868315
9/30/2009, -0.2185394397148719
10/8/2009, 0.07852816581726074
10/16/2009, 0.875984998849722
10/24/2009, 0.8251238602858323
11/1/2009, 0.048486993863032415
11/9/2009, 0.18300568140470064
11/17/2009, -0.2890154398404635
11/25/2009, -0.5879703668447641
12/3/2009, -0.5181104219876803
12/11/2009, -0.15430690692021296
12/19/2009, -0.006226069652117216
12/27/2009, 0.23031021998478815
1/1/2010, 0.08199155330657959
1/9/2010, -0.18275750600374663
1/17/2010, -0.2879819136399489
1/25/2010, 0.04252078899970421
2/2/2010, 0.30365511087270886
2/10/2010, 0.690400270315317
2/18/2010, 0.45679187774658203
2/26/2010, 0.23357849854689378
3/6/2010, -0.025480362085195687
3/14/2010, 0.5382394057053786
3/22/2010, 0.10583879397465633
3/30/2010, 0.4525981316199669
4/7/2010, 0.4391476191007174
4/15/2010, 0.4602972177358774
4/23/2010, 0.36724530733548677
5/1/2010, 0.04705579005754911
5/9/2010, 0.055238577035757214
5/17/2010, 0.45852925227238583
5/25/2010, 1.1231481845562274
6/2/2010, 1.2784001277043269
