This data was generated by SERVIR's ClimateSERV system (http://ClimateSERV.servirglobal.net/),
Date,Average
9/30/2001, -0.3608267605304718
10/8/2001, -1.4496269226074219
10/16/2001, -1.1895307302474976
10/24/2001, -1.2647508382797241
11/1/2001, -0.6635501384735107
11/9/2001, -0.7390178442001343
11/17/2001, -0.467748761177063
11/25/2001, -0.08232739567756653
12/3/2001, -0.1963752657175064
12/11/2001, 1.4878801107406616
1/1/2002, 1.7898752689361572
1/9/2002, 0.4164746105670929
1/17/2002, 0.4113003611564636
1/25/2002, 0.6716604828834534
2/2/2002, 0.13992416858673096
2/10/2002, 0.22755058109760284
2/18/2002, 0.7210558652877808
2/26/2002, -0.19045686721801758
3/6/2002, 0.3025737702846527
3/14/2002, -0.3447825312614441
3/22/2002, -0.7634760141372681
3/30/2002, -2.0232834815979004
4/7/2002, -1.3613712787628174
4/15/2002, -1.2976202964782715
4/23/2002, -0.05106740444898605
5/1/2002, 0.19172409176826477
5/9/2002, 0.4508274495601654
5/17/2002, 0.34794092178344727
5/25/2002, -0.12035784125328064
6/2/2002, -0.19749104976654053
6/10/2002, -0.32961899042129517
6/18/2002, -0.9069420099258423
6/26/2002, -1.1354143619537354
7/4/2002, -1.4790114164352417
7/12/2002, -1.338421106338501
7/20/2002, -0.7832956314086914
7/28/2002, -0.9275180697441101
8/5/2002, -0.47959285974502563
8/13/2002, -1.2872424125671387
8/21/2002, -0.7855921387672424
8/29/2002, -1.07718825340271
9/6/2002, -0.40079984068870544
9/14/2002, -0.07621707767248154
9/22/2002, -1.070810317993164
9/30/2002, -0.41099512577056885
10/8/2002, -0.97209632396698
10/16/2002, -0.6682223081588745
10/24/2002, -0.42984679341316223
11/1/2002, -0.5565198659896851
11/9/2002, -0.5453104376792908
11/17/2002, -0.14412418007850647
11/25/2002, -1.1517529487609863
12/3/2002, -1.2118403911590576
12/11/2002, -1.3528387546539307
12/19/2002, -1.1271541118621826
12/27/2002, -1.1037633419036865
1/1/2003, -0.833850085735321
1/9/2003, -0.4245007634162903
1/17/2003, -0.36825382709503174
1/25/2003, -0.30216097831726074
2/2/2003, -0.441592812538147
2/10/2003, -0.12520793080329895
2/18/2003, 0.7229977250099182
2/26/2003, 1.812838077545166
3/6/2003, 1.0894391536712646
3/14/2003, 0.8458702564239502
3/22/2003, 1.0953035354614258
3/30/2003, 0.5324484705924988
4/7/2003, 0.6891095638275146
4/15/2003, 0.6849762201309204
4/23/2003, 0.2996808886528015
5/1/2003, 0.9346916675567627
5/9/2003, 1.0863392353057861
5/17/2003, 0.4943217635154724
5/25/2003, -0.1419367492198944
6/2/2003, -0.24490875005722046
6/10/2003, -0.7746444940567017
6/18/2003, -1.1706403493881226
