This data was generated by SERVIR's ClimateSERV system (http://ClimateSERV.servirglobal.net/),
Date,Average
9/30/2001, -0.9759445190429688
10/8/2001, -1.358640193939209
10/16/2001, -1.115037202835083
10/24/2001, -0.9568988680839539
11/1/2001, -0.5701314806938171
11/9/2001, -0.5762922763824463
11/17/2001, -0.041613996028900146
11/25/2001, 0.021580636501312256
12/3/2001, -0.06696367263793945
12/19/2001, 1.1535981893539429
12/27/2001, 0.930182933807373
1/1/2002, 1.7715555429458618
1/9/2002, 1.0410255193710327
1/17/2002, 0.844842791557312
1/25/2002, 0.7594484686851501
2/2/2002, 0.3072578012943268
2/10/2002, 0.394574910402298
2/18/2002, 0.7675929665565491
2/26/2002, -0.1835605353116989
3/6/2002, 0.5126796960830688
3/14/2002, 0.21436409652233124
3/22/2002, -0.13521787524223328
3/30/2002, -1.7137949466705322
4/7/2002, -1.4173860549926758
4/15/2002, -1.5284268856048584
4/23/2002, -0.898052990436554
5/1/2002, -0.4458698034286499
5/9/2002, -0.015237484127283096
5/17/2002, -0.20063093304634094
5/25/2002, -0.068058542907238
6/2/2002, -0.2270488739013672
6/10/2002, -0.33436012268066406
6/18/2002, -0.5818647742271423
6/26/2002, -0.7065107226371765
7/4/2002, -1.022688388824463
7/12/2002, -1.5742706060409546
7/20/2002, -1.7637780904769897
7/28/2002, -1.992290735244751
8/5/2002, -1.570457935333252
8/13/2002, -1.819881796836853
8/21/2002, -1.540987491607666
8/29/2002, -1.9198931455612183
9/6/2002, -1.4409364461898804
9/14/2002, -1.2537035942077637
9/22/2002, -2.051060914993286
9/30/2002, -1.3434739112854004
10/8/2002, -1.5635929107666016
10/16/2002, -0.8504356145858765
10/24/2002, -0.7718641757965088
11/1/2002, -0.8757534027099609
11/9/2002, -1.2390154600143433
11/17/2002, -1.0551456212997437
11/25/2002, -1.9059685468673706
12/3/2002, -1.3736201524734497
12/11/2002, -1.6597954034805298
12/19/2002, -1.571352243423462
12/27/2002, -1.6777372360229492
1/1/2003, -0.020075391978025436
1/9/2003, 1.0160763263702393
1/17/2003, 0.531024158000946
1/25/2003, 0.37560153007507324
2/2/2003, 0.09416510909795761
2/10/2003, -0.32876458764076233
2/18/2003, 0.0669860765337944
2/26/2003, 0.7736021280288696
3/6/2003, 0.5767703652381897
3/14/2003, 0.43957892060279846
3/22/2003, 0.9693900346755981
