date,swe,sitenum
2003-12-03,41.666666666666664,11525500
2003-12-04,35.348382242287435,11270900
2003-12-04,30.15015587114652,11289650
2003-12-04,32.5707479752263,11319500
2003-12-04,0.18759088705768298,11335000
2003-12-04,0.764883486877758,11377100
2003-12-04,39.38556401886108,11525500
2003-12-05,34.226987710057685,11270900
2003-12-05,29.149289920332524,11289650
2003-12-05,30.21629347308242,11319500
2003-12-05,0.012118274357731459,11335000
2003-12-05,0.6460736497122654,11377100
2003-12-05,36.289807762060214,11525500
2003-12-06,34.22623526460998,11270900
2003-12-06,28.315898856944926,11289650
2003-12-06,24.23201524535493,11319500
2003-12-06,0.0019389238972370335,11335000
2003-12-06,0.6089649299372919,11377100
2003-12-06,35.505984766050055,11525500
2003-12-07,37.77777777777778,11270900
2003-12-07,33.23224800831313,11289650
2003-12-07,30.759409242496428,11319500
2003-12-07,0.5007270964614638,11335000
2003-12-07,0.9197182008206239,11377100
2003-12-07,35.40478781284004,11525500
2003-12-08,46.02357662402809,11270900
2003-12-08,39.860581918947005,11289650
2003-12-08,35.313006193425444,11319500
2003-12-08,0.46437227338826953,11335000
2003-12-08,0.880028902479936,11377100
2003-12-08,35.02321363801233,11525500
2003-12-09,52.31527464258841,11270900
2003-12-09,57.40613093176307,11289650
2003-12-09,51.329680800381134,11319500
2003-12-09,0.9088705768298594,11335000
2003-12-09,1.3822352971536218,11377100
2003-12-09,53.649256438157416,11525500
2003-12-10,52.97266114873339,11270900
2003-12-10,58.18929684793904,11289650
2003-12-10,53.276322058122915,11319500
2003-12-10,1.926805622879302,11335000
2003-12-10,1.5923976155454054,11377100
2003-12-10,58.75879579252811,11525500
2003-12-11,59.74266365688488,11270900
2003-12-11,65.71925874610322,11289650
2003-12-11,60.95474035254883,11319500
2003-12-11,5.024721279689772,11335000
2003-12-11,1.9181698536811953,11377100
2003-12-11,60.42002176278564,11525500
2003-12-12,68.31803360923,11270900
2003-12-12,77.57585729130585,11289650
2003-12-12,67.96331586469748,11319500
2003-12-12,5.4857004362578765,11335000
2003-12-12,2.0539598978090887,11377100
2003-12-12,65.65796155241205,11525500
2003-12-13,67.78881364434412,11270900
2003-12-13,77.2497402147558,11289650
2003-12-13,68.46355407336827,11319500
2003-12-13,6.053320407174018,11335000
2003-12-13,6.201310933911383,11377100
2003-12-13,82.10591222343126,11525500
2003-12-14,67.5823927765237,11270900
2003-12-14,77.54450987183928,11289650
2003-12-14,69.18008575512148,11319500
2003-12-14,6.428986912263694,11335000
2003-12-14,4.802069624009703,11377100
2003-12-14,92.36126224156692,11525500
2003-12-15,77.13268121394532,11270900
2003-12-15,88.29719431936266,11289650
2003-12-15,82.24535493091949,11319500
2003-12-15,12.970916141541444,11335000
2003-12-15,10.34184924260019,11377100
2003-12-15,95.47080159593762,11525500
2003-12-16,76.39603712064209,11270900
2003-12-16,87.7765846899896,11289650
2003-12-16,81.86469747498809,11319500
2003-12-16,12.736306349975763,11335000
2003-12-16,10.11168744032412,11377100
2003-12-16,94.82009430540442,11525500
2003-12-17,78.83972911963883,11270900
2003-12-17,105.0422583997229,11289650
2003-12-17,100.64030490709862,11319500
2003-12-17,13.93456131846825,11335000
2003-12-17,11.327656060488762,11377100
2003-12-17,102.59847660500544,11525500
2003-12-18,77.91096062202158,11270900
2003-12-18,104.07672324211985,11289650
2003-12-18,99.32348737494044,11319500
2003-12-18,13.405719825496849,11335000
2003-12-18,11.496761373900029,11377100
2003-12-18,101.10010881392819,11525500
2003-12-19,76.08076247805367,11270900
2003-12-19,102.14322826463457,11289650
2003-12-19,96.55026202953788,11319500
2003-12-19,12.299079011148812,11335000
2003-12-19,9.810508115919589,11377100
2003-12-19,96.56800870511425,11525500
2003-12-20,74.98118886380738,11270900
2003-12-20,100.03082784897818,11289650
2003-12-20,93.2339209147213,11319500
2003-12-20,9.844401357246728,11335000
2003-12-20,8.129596655570179,11377100
2003-12-20,97.54552049328981,11525500
2003-12-21,75.18058690744921,11270900
2003-12-21,100.25268444752338,11289650
2003-12-21,93.67794187708432,11319500
2003-12-21,7.900630150266602,11335000
2003-12-21,8.37900957394648,11377100
2003-12-21,96.27566195139644,11525500
2003-12-22,76.64309004263858,11270900
2003-12-22,101.20401801177694,11289650
2003-12-22,93.58837541686518,11319500
2003-12-22,7.018419777023752,11335000
2003-12-22,8.085649402596061,11377100
2003-12-22,94.91693870148713,11525500
2003-12-23,81.31000752445448,11270900
2003-12-23,108.30239002424662,11289650
2003-12-23,102.35778942353501,11319500
2003-12-23,7.5719825496849245,11335000
2003-12-23,10.241748600036129,11377100
2003-12-23,110.97170837867247,11525500
2003-12-24,83.91146225232004,11270900
2003-12-24,109.50831312781435,11289650
2003-12-24,103.13768461171986,11319500
2003-12-24,7.305380513814833,11335000
2003-12-24,10.5132770767206,11377100
2003-12-24,114.620239390642,11525500
2003-12-25,100.58013544018058,11270900
2003-12-25,126.6094561828888,11289650
2003-12-25,120.51929490233445,11319500
2003-12-25,14.933591856519632,11335000
2003-12-25,12.38497071043328,11377100
2003-12-25,123.62422923467537,11525500
2003-12-26,127.25884123401053,11270900
2003-12-26,150.55853827502597,11289650
2003-12-26,136.14816579323488,11319500
2003-12-26,20.36500242365487,11335000
2003-12-26,12.30977265102836,11377100
2003-12-26,123.14145810663764,11525500
2003-12-27,127.00802608477552,11270900
2003-12-27,150.2913058538275,11289650
2003-12-27,136.01191043353978,11319500
2003-12-27,20.35288414929714,11335000
2003-12-27,12.214188020954298,11377100
2003-12-27,122.82009430540442,11525500
2003-12-28,126.50940556809631,11270900
2003-12-28,149.9180810529962,11289650
2003-12-28,135.82944259171035,11319500
2003-12-28,20.3247697527872,11335000
2003-12-28,12.14820262702898,11377100
2003-12-28,122.68190061661225,11525500
2003-12-29,125.61048407323803,11270900
2003-12-29,149.1234845860755,11289650
2003-12-29,135.69985707479754,11319500
2003-12-29,20.45855550169656,11335000
2003-12-29,21.31057263038373,11377100
2003-12-29,144.55676459920204,11525500
2003-12-30,160.8274391773263,11270900
2003-12-30,196.28559057845516,11289650
2003-12-30,192.89995235826584,11319500
2003-12-30,39.918565196316045,11335000
2003-12-30,40.722820056256616,11377100
2003-12-30,215.126586869786,11525500
2003-12-31,165.68071231502384,11270900
2003-12-31,205.05853827502597,11289650
2003-12-31,205.85707479752264,11319500
2003-12-31,40.544837615123605,11335000
2003-12-31,40.13026760599726,11377100
2003-12-31,221.29960101559666,11525500
2004-01-01,165.3481314271382,11270900
2004-01-01,204.9989608590232,11289650
2004-01-01,206.0100047641734,11319500
2004-01-01,39.98642753271934,11335000
2004-01-01,42.36688085468762,11377100
2004-01-01,224.43598113891912,11525500
2004-01-02,200.76699272636068,11270900
2004-01-02,242.4459646692068,11289650
2004-01-02,246.61219628394474,11319500
2004-01-02,59.06349975763451,11335000
2004-01-02,49.81693375654822,11377100
2004-01-02,246.8146536089953,11525500
2004-01-03,205.47679959869575,11270900
2004-01-03,246.98770349844128,11289650
2004-01-03,249.89423535016675,11319500
2004-01-03,60.60785264178381,11335000
2004-01-03,50.388454491496994,11377100
2004-01-03,246.75807036634023,11525500
2004-01-04,204.7113117632305,11270900
2004-01-04,246.42414270869415,11289650
2004-01-04,249.56360171510244,11319500
2004-01-04,60.32913233155599,11335000
2004-01-04,50.15741529250858,11377100
2004-01-04,246.5005440696409,11525500
2004-01-05,203.4627539503386,11270900
2004-01-05,245.39625909248355,11289650
2004-01-05,249.1348261076703,11319500
2004-01-05,60.11100339311682,11335000
2004-01-05,50.01556088875126,11377100
2004-01-05,246.41530649256438,11525500
2004-01-06,223.47554552294957,11270900
2004-01-06,264.98164184274333,11289650
2004-01-06,270.86517389232966,11319500
2004-01-06,60.86185167232186,11335000
2004-01-06,54.399163892544706,11377100
2004-01-06,265.8215451577802,11525500
2004-01-07,222.90168046149986,11270900
2004-01-07,264.194492552823,11289650
2004-01-07,269.6798475464507,11319500
2004-01-07,59.91517207949588,11335000
2004-01-07,54.08252690253155,11377100
2004-01-07,267.42437431991294,11525500
2004-01-08,224.46651617757712,11270900
2004-01-08,265.9198129546242,11289650
2004-01-08,271.5111958075274,11319500
2004-01-08,59.75666505089675,11335000
2004-01-08,55.164511883564295,11377100
2004-01-08,274.0536815379035,11525500
2004-01-09,222.41685477802858,11270900
2004-01-09,263.4665742985798,11289650
2004-01-09,267.18056217246306,11319500
2004-01-09,55.811924381968005,11335000
2004-01-09,48.08477200588372,11377100
2004-01-09,276.03083061298514,11525500
2004-01-10,218.46450965638326,11270900
2004-01-10,259.24437131970905,11289650
2004-01-10,261.18961410195334,11319500
2004-01-10,51.73436742607853,11335000
2004-01-10,43.60930040515083,11377100
2004-01-10,278.58578164671746,11525500
2004-01-11,216.7378981690494,11270900
2004-01-11,256.70349844128856,11289650
2004-01-11,256.9132920438304,11319500
2004-01-11,49.1415414444983,11335000
2004-01-11,40.91380867590514,11377100
2004-01-11,274.68117519042437,11525500
2004-01-12,215.104589917231,11270900
2004-01-12,254.49203325251125,11289650
2004-01-12,253.53454025726538,11319500
2004-01-12,47.404265632573924,11335000
2004-01-12,38.01378028954092,11377100
2004-01-12,267.68190061661227,11525500
2004-01-13,216.19187358916477,11270900
2004-01-13,263.7776238309664,11289650
2004-01-13,257.94664125774176,11319500
2004-01-13,46.78768783325255,11335000
2004-01-13,38.127480581146294,11377100
2004-01-13,285.26042800145086,11525500
2004-01-14,215.0030097817908,11270900
2004-01-14,262.06494631104954,11289650
2004-01-14,254.57360647927584,11319500
2004-01-14,45.48957828405235,11335000
2004-01-14,35.858016567314394,11377100
2004-01-14,278.8077620602104,11525500
2004-01-15,214.04414346626535,11270900
2004-01-15,260.68687218565987,11289650
2004-01-15,251.73939971414958,11319500
2004-01-15,44.49587978671837,11335000
2004-01-15,34.17320843333075,11377100
2004-01-15,272.2259702575263,11525500
2004-01-16,221.00827689992477,11270900
2004-01-16,259.3184967093869,11289650
2004-01-16,250.23439733206288,11319500
2004-01-16,43.45710130877363,11335000
2004-01-16,33.713865448633584,11377100
2004-01-16,281.6409140369967,11525500
2004-01-17,220.09305242036618,11270900
2004-01-17,258.336508486318,11289650
2004-01-17,248.46974749880894,11319500
2004-01-17,42.827920504120215,11335000
2004-01-17,32.40564114474465,11377100
2004-01-17,277.04896626768226,11525500
2004-01-18,219.09405568096312,11270900
2004-01-18,256.9703844821614,11289650
2004-01-18,246.42162934730825,11319500
2004-01-18,42.09646146388754,11335000
2004-01-18,31.730381151454157,11377100
2004-01-18,273.61298512876317,11525500
2004-01-19,218.54602457988463,11270900
2004-01-19,256.0942154485625,11289650
2004-01-19,244.65936160076228,11319500
2004-01-19,41.440620455647114,11335000
2004-01-19,30.72780057288844,11377100
2004-01-19,269.2582517228872,11525500
2004-01-20,218.2756458490093,11270900
2004-01-20,255.78178039487358,11289650
